###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58681.451570 -18.957  0.572   -95   54 o  0   1.27 266.37407 -29.31596  3879.21  1541.62 2.25 2.07  53.4 -0.429 17.99 18.22 02a58681o0066o
58681.455247 -19.456  0.764   -60   46 o  0   2.51 266.37407 -29.31596  3937.36  1620.39 2.23 1.96  54.1 -0.421 17.97 18.23 02a58681o0074o
58681.463087 -19.018  0.544   -90   49 o  0   1.26 266.37407 -29.31596  3955.70  1502.99 2.25 2.07  58.4 -0.423 17.92 18.20 02a58681o0088o
58685.375795 -17.598  0.097  -332   32 o  0   5.49 266.37407 -29.31596  9182.25  9305.15 2.89 2.71 -69.8 -0.395 18.37 20.06 02a58685o0104o
58685.377832 -17.743  0.097  -290   28 o  0   6.74 266.37407 -29.31596  9161.20  9265.60 2.76 2.63  72.4 -0.407 18.37 20.05 02a58685o0108o
58685.381920 -17.670  0.092  -310   28 o  0   7.22 266.37407 -29.31596  9222.35  9343.52 2.77 2.62 -83.4 -0.402 18.33 20.02 02a58685o0116o
58685.392257 -17.547  0.092  -348   32 o  0   6.62 266.37407 -29.31596  9242.27  9226.63 2.90 2.71 -76.1 -0.398 18.33 19.95 02a58685o0137o
58689.433714 -18.438  0.187  -153   29 o  0   5.12 266.37407 -29.31596  9191.03  9311.21 2.52 2.25 -65.3 -0.441 18.49 20.51 02a58689o0411o
58689.437295 -18.411  0.163  -157   26 o  0   6.85 266.37407 -29.31596  9166.53  9272.98 2.47 2.33  69.5 -0.439 18.53 20.46 02a58689o0418o
58689.443630 -18.769  0.262  -113   30 o  0   3.94 266.37407 -29.31596  9227.95  9351.43 2.54 2.31 -61.1 -0.435 18.54 20.38 02a58689o0431o
58689.454310 -18.461  0.277  -150   42 o  0   2.37 266.37407 -29.31596  9249.34  9235.27 2.46 2.25 -66.6 -0.451 18.48 20.26 02a58689o0452o
58691.337450 -17.373  0.057  -408   23 o  0  75.60 266.37407 -29.31596  7261.61   897.56 3.61 2.84 -11.5 -0.414 18.87 20.64 01a58691o0213o
58691.340699 -17.020  0.045  -565   25 o  0  72.32 266.37407 -29.31596  7281.77   935.93 3.68 2.92 -11.1 -0.408 19.00 20.64 01a58691o0220o
58691.347188 -16.671  0.039  -779   30 o  0  61.03 266.37407 -29.31596  7221.42   857.83 3.66 2.94 -10.8 -0.408 18.99 20.66 01a58691o0234o
58691.361028 -17.046  0.043  -552   24 o  0 102.97 266.37407 -29.31596  7203.11   973.74 3.58 2.97  -9.6 -0.412 18.95 20.67 01a58691o0264o
58693.331219 -19.363  0.261   -65   17 c  0   1.92 266.37407 -29.31596  3712.28  5834.07 2.60 2.43  44.9 -0.411 19.44 21.17 02a58693o0205c
58693.333049 -19.107  0.194   -83   16 c  0   2.05 266.37407 -29.31596  3692.80  5796.06 2.58 2.41  38.6 -0.413 19.39 21.18 02a58693o0209c
58693.338139 -19.100  0.218   -83   18 c  0   1.48 266.37407 -29.31596  3751.18  5873.13 2.55 2.39  40.6 -0.411 19.40 21.18 02a58693o0220c
58693.346447 -19.041  0.185   -88   16 c  0   1.68 266.37407 -29.31596  3772.37  5760.18 2.50 2.29  42.9 -0.422 19.47 21.20 02a58693o0238c
58695.378356 -16.851  0.036  -660   24 o  0  63.97 266.37407 -29.31596  7259.40   893.34 3.30 2.93 -10.1 -0.433 18.83 20.54 01a58695o0291o
58695.383765 -16.460  0.029  -946   28 o  0 9463.49 266.37407 -29.31596  7278.63   930.65 4.08 3.57 -17.4 -0.416 18.71 20.51 01a58695o0302o
58695.387481 -17.079  0.050  -535   27 o  0  80.23 266.37407 -29.31596  7219.00   853.75 3.54 3.10  -8.3 -0.421 18.76 20.51 01a58695o0310o
58695.401243 -16.248  0.029 -1151   33 o  0  56.73 266.37407 -29.31596  7206.02   972.62 3.75 3.25  -9.3 -0.404 18.87 20.51 01a58695o0339o
58699.396157 -16.210  0.026 -1191   31 o  0  92.19 266.37407 -29.31596  5282.15  1019.20 4.13 3.49 -14.7 -0.405 18.80 20.67 01a58699o0020o
58699.400321 -16.320  0.028 -1077   30 o  0 113.33 266.37407 -29.31596  5304.12  1057.71 4.09 3.38 -11.6 -0.403 18.80 20.63 01a58699o0029o
58699.405987 -15.845  0.021 -1667   35 o  0 49273.25 266.37407 -29.31596  5244.04   981.03 4.76 4.04 -13.8 -0.361 18.62 20.61 01a58699o0041o
58699.420717 -15.890  0.021 -1599   34 o  0 33276.75 266.37407 -29.31596  5226.96  1098.30 4.13 3.62  -5.1 -0.387 18.71 20.56 01a58699o0071o
58703.374450 -16.151  0.028 -1258   35 o  0  45.28 266.37407 -29.31596  5277.25  1018.57 3.78 3.17  -9.7 -0.415 18.65 19.94 01a58703o0055o
58703.378174 -16.113  0.024 -1303   31 o  0 26276.19 266.37407 -29.31596  5298.96  1056.68 4.26 3.53  -9.5 -0.394 18.60 19.93 01a58703o0063o
58703.384643 -16.929  0.046  -614   28 o  0  51.50 266.37407 -29.31596  5238.81   979.94 3.62 3.06 -10.7 -0.423 18.62 19.91 01a58703o0077o
58703.394445 -16.877  0.048  -644   31 o  0  30.51 266.37407 -29.31596  5221.73  1097.18 3.54 2.98 -13.2 -0.433 18.59 19.87 01a58703o0098o
58709.349314 -18.632  0.870  -128  111 c  0   1.34 266.37407 -29.31596  6184.84  3915.70 2.88 2.46  45.6 -0.408 16.74 17.78 02a58709o0262c
58709.350714  19.049  1.100    87   96 c  0   1.64 266.37407 -29.31596  6165.74  3876.31 2.83 2.44  44.5 -0.400 16.98 17.84 02a58709o0265c
58709.354152 -17.470  0.187  -373   70 c  0   1.69 266.37407 -29.31596  6223.88  3954.56 2.78 2.44  48.7 -0.392 17.43 18.27 02a58709o0272c
58709.363515 -20.132  3.445   -32  111 c  0   1.28 266.37407 -29.31596  6243.31  3837.83 2.70 2.42  46.9 -0.391 17.12 17.92 02a58709o0292c
58711.360707 -16.571  0.060  -855   51 o  0  16.38 266.37407 -29.31596   825.84  3185.59 3.49 3.18 -16.4 -0.469 17.72 19.36 01a58711o0300o
58711.363933 -16.605  0.051  -828   42 o  0  22.03 266.37407 -29.31596   846.11  3222.91 3.37 3.03 -17.9 -0.462 17.76 19.33 01a58711o0307o
58711.370125 -16.909  0.095  -626   60 o  0   7.90 266.37407 -29.31596   784.64  3147.08 3.43 3.07 -14.9 -0.467 17.70 19.30 01a58711o0320o
58711.380322 -16.753  0.079  -722   57 o  0  14.53 266.37407 -29.31596   768.69  3263.73 3.43 3.09 -15.3 -0.471 17.70 19.21 01a58711o0342o
58713.333278 -19.375  0.459   -65   30 o  0   3.81 266.37407 -29.31596  6182.35  3915.36 2.51 1.88  41.8 -0.444 18.70 19.68 02a58713o0176o
58713.336504 -19.012  0.380   -90   34 o  0   1.64 266.37407 -29.31596  6163.46  3876.77 2.47 1.88  43.1 -0.441 18.69 19.66 02a58713o0183o
58713.342005 -19.003  0.525   -91   48 o  0   0.71 266.37407 -29.31596  6222.05  3955.11 2.41 1.89  46.8 -0.439 18.65 19.63 02a58713o0195o
58713.354037 -17.563  0.088  -343   30 o  0   6.11 266.37407 -29.31596  6242.51  3838.96 2.46 1.98  46.4 -0.434 18.62 19.57 02a58713o0221o
58715.314166 -16.931  0.053  -613   32 o  0  98.25 266.37407 -29.31596  8638.18  8846.50 4.11 3.44   1.8 -0.423 18.60 20.44 01a58715o0203o
58715.317388 -16.591  0.042  -839   35 o  0  59.85 266.37407 -29.31596  8658.01  8885.22 3.98 3.39   0.9 -0.431 18.63 20.39 01a58715o0210o
58715.322945 -16.144  0.035 -1266   45 o  0 351.49 266.37407 -29.31596  8599.71  8806.52 4.63 3.93  -0.8 -0.389 18.45 20.23 01a58715o0222o
58715.334958 -16.721  0.054  -744   40 o  0  53.92 266.37407 -29.31596  8582.87  8923.89 3.76 3.70   1.4 -0.446 18.45 20.00 01a58715o0248o
58717.292296 -19.357  0.613   -66   40 o  0   1.88 266.37407 -29.31596  1221.30  9705.47 2.27 2.08 -55.1 -0.515 19.11 20.45 02a58717o0155o
58717.295543 -19.139  0.328   -80   26 o  0   4.49 266.37407 -29.31596  1198.67  9663.46 2.22 2.08 -62.3 -0.521 19.12 20.45 02a58717o0162o
58717.301742 -18.814  0.258  -108   28 o  0   2.68 266.37407 -29.31596  1258.20  9742.89 2.26 2.11 -64.0 -0.518 19.09 20.48 02a58717o0175o
58717.311732 -18.326  0.394  -170   67 o  0   0.71 266.37407 -29.31596  1280.26  9627.39 2.33 2.13 -64.2 -0.512 19.08 20.44 02a58717o0196o
58721.322755 -18.652  0.127  -126   16 c  0   5.22 266.37407 -29.31596  1227.86  9702.31 2.74 2.66  50.0 -0.443 19.26 21.01 02a58721o0216c
58721.325662 -18.245  0.100  -183   18 c  0   4.49 266.37407 -29.31596  1208.75  9663.25 2.90 2.69 -52.4 -0.453 19.20 21.00 02a58721o0222c
58721.331037 -18.139  0.124  -202   25 c  0   4.49 266.37407 -29.31596  1268.28  9742.58 3.09 2.89 -57.4 -0.427 19.10 20.96 02a58721o0233c
58721.342785 -18.313  0.237  -172   41 c  0   1.30 266.37407 -29.31596  1288.50  9626.51 2.95 2.84  60.6 -0.421 18.02 19.70 02a58721o0257c
58723.340310 -19.748  0.595   -46   27 o  0   0.47 266.37407 -29.31596  2981.89  4934.47 2.03 1.85  82.5 -0.468 19.01 20.68 01a58723o0211o
58723.343164 -22.113  4.299    -5   22 o  0   0.41 266.37407 -29.31596  3007.98  4973.84 1.91 1.84   4.0 -0.434 19.04 20.71 01a58723o0217o
58723.348906 -19.925  0.510   -39   20 o  0   1.29 266.37407 -29.31596  2949.20  4897.35 2.09 1.96   8.2 -0.423 19.01 20.65 01a58723o0229o
58725.311820 -18.669  0.613  -124   76 c  0   1.08 266.37407 -29.31596  9531.64  5513.31 2.75 2.63  74.9 -0.406 17.68 19.35 02a58725o0176c
58725.315030  19.862  3.588    41  148 c  0   1.05 266.37407 -29.31596  9512.69  5476.21 2.89 2.77 -80.0 -0.384 17.00 18.63 02a58725o0183c
58725.320354 -19.971 11.714   -37  437 c  0   1.09 266.37407 -29.31596  9572.38  5551.99 2.87 2.80  37.3 -0.404 15.54 17.03 02a58725o0194c
58725.333057  18.945  2.082    96  200 c  0   1.13 266.37407 -29.31596  9596.45  5436.38 2.98 2.85  44.9 -0.389 16.60 18.21 02a58725o0207c
58729.284303 -18.710  0.132  -119   16 c  0   3.30 266.37407 -29.31596  9534.43  5512.79 2.73 2.53  60.1 -0.406 18.92 20.86 02a58729o0154c
58729.287556 -19.282  0.276   -70   19 c  0   1.53 266.37407 -29.31596  9514.34  5474.47 2.66 2.52  69.2 -0.399 18.92 20.85 02a58729o0161c
58729.294943 -19.369  0.354   -65   23 c  0   1.19 266.37407 -29.31596  9573.54  5552.32 2.68 2.52  81.2 -0.405 18.84 20.80 02a58729o0177c
58729.305070 -18.545  0.138  -139   19 c  0   2.33 266.37407 -29.31596  9593.19  5437.91 2.80 2.65  71.7 -0.388 18.95 20.93 02a58729o0199c
58735.270275 -18.893  1.084  -101  109 o  0   0.93 266.37407 -29.31596 10387.07  6851.63 2.23 2.15  74.2 -0.431 17.28 17.11 01a58735o0089o
58735.273578  -2.221  3.558 28088028989 99938679925 o  0   0.86 266.37407 -29.31596 10405.49  6891.68 2.74 2.03   7.2 -0.487 -4.93 -5.08 01a58735o0096o
58735.280972  19.150  1.441    79  114 o  0   0.93 266.37407 -29.31596 10346.51  6813.60 2.22 1.95  84.8 -0.452 17.11 16.85 01a58735o0112o
58735.291141   0.000  0.000     0    0 o  0    nan 266.37407 -29.31596 10325.12  6929.91  nan 1.89  42.6 -0.629 16.02 15.65 01a58735o0133o
58737.286363 -18.087  0.243  -212   51 o  0   1.46 266.37407 -29.31596  7194.37  9431.25 2.65 2.13  54.0 -0.409 17.55 18.55 02a58737o0168o
58737.289564 -18.187  0.231  -193   44 o  0   2.33 266.37407 -29.31596  7175.05  9392.73 2.66 2.10  49.5 -0.411 17.94 18.62 02a58737o0175o
58737.295149 -18.227  0.292  -186   54 o  0   1.67 266.37407 -29.31596  7233.96  9473.05 2.59 2.09  52.8 -0.430 18.02 18.75 02a58737o0187o
58737.306394 -18.610  0.341  -131   45 o  0   2.38 266.37407 -29.31596  7253.52  9357.21 2.57 2.05  49.7 -0.413 18.02 18.77 02a58737o0211o
58741.287262 -18.631  0.334  -128   43 o  0   2.10 266.37407 -29.31596  5648.41  5750.26 2.55 1.90  42.9 -0.422 18.44 19.13 02a58741o0151o
58741.290598 -17.143  0.087  -505   44 o  0   6.28 266.37407 -29.31596  5629.63  5715.12 2.67 1.94  40.3 -0.415 18.37 19.12 02a58741o0158o
58741.296236 -17.020  0.077  -565   43 o  0   7.65 266.37407 -29.31596  5688.51  5790.60 2.67 1.96  43.0 -0.429 18.34 19.09 02a58741o0170o
58741.306465 -19.222  0.528   -74   39 o  0   3.06 266.37407 -29.31596  5708.21  5675.20 2.49 1.89  42.0 -0.432 18.29 18.99 02a58741o0192o
58745.280892 -18.289  0.175  -176   31 o  0   3.32 266.37407 -29.31596  5649.97  5751.77 2.74 1.97  43.2 -0.449 18.81 20.13 02a58745o0160o
58745.290791 -18.421  0.170  -156   26 o  0   5.46 266.37407 -29.31596  5632.12  5709.08 2.78 2.01  41.6 -0.443 18.90 20.08 02a58745o0180o
58745.293695 -18.416  0.219  -156   34 o  0   3.02 266.37407 -29.31596  5691.95  5786.42 2.77 2.09  41.2 -0.444 18.82 20.06 02a58745o0186o
58745.301510 -18.561  0.231  -137   32 o  0   3.99 266.37407 -29.31596  5712.35  5672.16 2.62 1.98  42.2 -0.435 18.86 20.06 02a58745o0202o
58749.260884 -19.481  0.363   -59   21 c  0   0.90 266.37407 -29.31596    69.22  1690.69 2.47 2.30 -82.7 -0.425 19.21 20.77 02a58749o0119c
58749.263997 -18.996  0.294   -92   27 c  0   1.03 266.37407 -29.31596    47.46  1652.09 2.50 2.37 -85.4 -0.424 19.21 20.78 02a58749o0125c
58749.272885 -20.488  0.655   -23   15 c  0   1.97 266.37407 -29.31596   110.06  1732.03 2.48 2.27 -72.2 -0.433 19.21 20.78 02a58749o0142c
58749.276957 -20.808  0.927   -17   16 c  0   1.40 266.37407 -29.31596  9930.65  1711.54 2.49 2.19 -57.0 -0.429 19.10 20.74 02a58749o0150c
58749.281145 -19.753  0.378   -46   17 c  0   1.72 266.37407 -29.31596  9911.95  1675.85 2.59 2.27 -56.7 -0.423 19.09 20.74 02a58749o0158c
58749.284856 -19.492  0.262   -58   15 c  0   1.98 266.37407 -29.31596   130.49  1614.88 2.47 2.29 -87.2 -0.429 19.13 20.78 02a58749o0165c
58749.286851 -19.368  0.243   -65   16 c  0   2.35 266.37407 -29.31596  9970.22  1752.76 2.61 2.30 -53.4 -0.429 19.09 20.72 02a58749o0169c
58749.300164 -19.287  0.194   -70   14 c  0   2.31 266.37407 -29.31596  9991.80  1637.27 2.60 2.19 -54.6 -0.431 19.05 20.66 02a58749o0194c
58751.240887 -22.087  4.500    -5   24 o  0   0.44 266.37407 -29.31596  4783.38  2873.27 1.95 1.74  -7.3 -0.437 19.05 20.28 01a58751o0098o
58751.244111 -20.044  0.762   -35   27 o  0   0.39 266.37407 -29.31596  4803.58  2911.85 2.01 1.81  -2.7 -0.428 19.06 20.27 01a58751o0105o
58751.254242 -19.675  0.830   -49   41 o  0   0.30 266.37407 -29.31596  4743.94  2835.34 2.12 1.92 -13.2 -0.419 18.96 20.22 01a58751o0126o
58751.259921 -20.325  0.854   -27   23 o  0   1.52 266.37407 -29.31596  4726.88  2951.64 2.21 1.98 -10.8 -0.409 18.90 20.18 01a58751o0138o
58753.212368  20.547  2.444    22   54 c  0   0.94 266.37407 -29.31596    67.26  1689.84 2.39 2.30  77.1 -0.427 18.17 18.98 02a58753o0034c
58753.217417 -19.226  0.523   -74   39 c  0   1.22 266.37407 -29.31596    47.35  1649.93 2.32 2.23  85.2 -0.432 18.93 20.06 02a58753o0045c
58753.220173 -19.520  0.354   -56   20 c  0   0.99 266.37407 -29.31596   106.97  1730.50 2.40 2.30  68.1 -0.426 19.10 20.37 02a58753o0051c
58753.232224 -20.021  0.408   -36   14 c  0   1.76 266.37407 -29.31596   125.75  1615.98 2.44 2.27  56.0 -0.431 19.18 20.68 02a58753o0077c
58753.233595 -19.791  0.380   -44   17 c  0   1.14 266.37407 -29.31596  9930.14  1708.79 2.58 2.26 -61.5 -0.424 19.17 20.81 02a58753o0080c
58753.236353 -20.163  0.466   -31   15 c  0   1.72 266.37407 -29.31596  9910.72  1673.37 2.59 2.32 -62.6 -0.417 19.17 20.81 02a58753o0086c
58753.241879 -19.852  0.393   -42   16 c  0   1.24 266.37407 -29.31596  9968.34  1749.52 2.48 2.36 -74.9 -0.419 19.20 20.82 02a58753o0098c
58753.251554 -19.413  0.255   -62   16 c  0   1.81 266.37407 -29.31596  9992.23  1630.24 2.68 2.20 -58.1 -0.429 19.13 20.81 02a58753o0119c
58763.212802  23.195 24.583     2   47 o  0   0.38 266.37407 -29.31596  9071.90  5093.93 2.00 1.86  18.9 -0.403 18.49 18.64 01a58763o0044o
58763.215663 -19.607  0.703   -52   37 o  0   0.64 266.37407 -29.31596  9094.62  5133.12 1.99 1.87  18.0 -0.411 18.53 18.78 01a58763o0050o
58763.222734 -19.510  0.525   -57   30 o  0   0.98 266.37407 -29.31596  9035.74  5055.11 1.93 1.83  71.0 -0.429 18.55 18.89 01a58763o0065o
58763.233058 -21.421  3.688   -10   36 o  0   0.43 266.37407 -29.31596  9015.94  5172.29 1.93 1.85  48.4 -0.425 18.57 18.90 01a58763o0086o
58765.228654 -18.499  0.284  -145   41 o  0   2.16 266.37407 -29.31596  7726.48  7574.60 2.79 1.98  41.7 -0.410 18.27 19.19 02a58765o0062o
58765.231931 -18.393  0.265  -160   42 o  0   1.50 266.37407 -29.31596  7707.98  7535.74 2.63 1.96  42.6 -0.415 18.19 19.16 02a58765o0069o
58765.237095 -18.535  0.329  -140   46 o  0   2.13 266.37407 -29.31596  7767.56  7616.00 2.65 1.97  40.9 -0.419 18.27 19.13 02a58765o0080o
58765.248063 -18.742  0.434  -116   50 o  0   1.36 266.37407 -29.31596  7790.44  7498.49 2.70 1.99  43.4 -0.412 18.24 19.00 02a58765o0103o
58769.200959 -19.017  0.958   -90   86 o  0   1.65 266.37407 -29.31596  7719.73  7538.78 2.52 2.10  44.7 -0.427 17.55 17.88 02a58769o0029o
58769.206549 -17.077  0.109  -536   58 o  0   3.98 266.37407 -29.31596  7775.98  7612.26 2.81 2.50  44.1 -0.549 17.99 18.72 02a58769o0041o
58769.216859 -18.140  0.250  -201   50 o  0   1.67 266.37407 -29.31596  7796.99  7498.20 2.75 2.33  45.6 -0.413 17.86 18.67 02a58769o0063o
58771.209032 -21.136  2.072   -13   26 o  0   0.62 266.37407 -29.31596  6705.84  8957.04 1.98 1.81 -87.3 -0.421 18.59 19.15 01a58771o0056o
58771.211864 -19.790  0.773   -44   34 o  0   0.50 266.37407 -29.31596  6724.73  8997.07 2.18 1.99 -80.2 -0.400 18.53 19.19 01a58771o0062o
58771.219073  20.413  1.239    25   31 o  0   1.02 266.37407 -29.31596  6662.48  8918.10 2.21 1.83 -80.5 -0.414 18.57 19.07 01a58771o0076o
58771.231321 -22.135  6.426    -5   33 o  0   0.81 266.37407 -29.31596  6645.41  9037.16 1.95 1.73 -87.6 -0.432 18.44 18.84 01a58771o0101o
58775.193438  19.877  4.837    41  197 o  0   1.45 266.37407 -29.31596  6698.07  8958.99 2.24 2.14  88.9 -0.404 16.17 15.98 01a58775o0003o
58775.196682 -19.011  2.338   -90  211 o  0   0.98 266.37407 -29.31596  6723.34  8997.88 2.46 2.23  13.1 -0.344 16.22 16.22 01a58775o0010o
58775.201885 -18.914  0.372   -99   37 o  0   1.07 266.37407 -29.31596  6666.43  8921.10 2.26 2.16  84.1 -0.414 18.25 18.77 01a58775o0021o
58775.212119 -21.666  3.429    -8   27 o  0   0.73 266.37407 -29.31596  6648.94  9037.57 2.02 1.89  84.0 -0.423 18.63 19.44 01a58775o0043o
58903.632810 -18.339  0.187  -168   31 o  0   3.84 266.37407 -29.31596  5237.04  9526.86 2.75 2.36 -85.9 -0.394 18.74 20.18 01a58903o0896o
58903.636119 -18.688  0.153  -122   19 o  0   9.43 266.37407 -29.31596  5217.09  9489.23 2.51 2.17 -82.0 -0.402 18.73 20.21 01a58903o0903o
58903.642618 -18.005  0.098  -228   22 o  0   8.79 266.37407 -29.31596  5278.51  9567.96 2.66 2.29 -81.6 -0.390 18.69 20.19 01a58903o0917o
58903.649154 -16.953  0.035  -601   21 o  0  32.54 266.37407 -29.31596  5299.63  9451.78 2.80 2.41 -85.1 -0.396 18.62 20.12 01a58903o0931o
58905.629932 -18.623  0.150  -129   19 c  0   3.00 266.37407 -29.31596  6748.70  2770.74 2.85 2.70  42.1 -0.389 19.17 20.94 02a58905o0312c
58905.631423 -18.593  0.149  -133   20 c  0   6.07 266.37407 -29.31596  6768.46  2810.05 2.96 2.73  35.8 -0.394 19.18 20.94 02a58905o0315c
58905.638874 -18.276  0.120  -178   21 c  0   6.28 266.37407 -29.31596  6708.51  2736.11 3.00 2.85  51.6 -0.402 19.10 20.95 02a58905o0330c
58905.641540 -19.356  0.191   -66   13 c  0   6.98 266.37407 -29.31596  6685.73  2852.77 2.72 2.55  38.2 -0.404 19.25 20.96 02a58905o0335c
58911.612781 -18.365  0.170  -164   28 o  0   5.19 266.37407 -29.31596  9700.30  7443.87 2.60 2.32   8.5 -0.396 18.51 20.51 01a58911o0667o
58911.616001 -17.663  0.064  -312   20 o  0  14.39 266.37407 -29.31596  9681.76  7406.40 2.89 2.79  28.8 -0.391 18.22 20.51 01a58911o0674o
58911.623827 -17.915  0.090  -248   22 o  0   8.90 266.37407 -29.31596  9741.39  7480.36 2.92 2.67  81.8 -0.353 18.34 20.56 01a58911o0690o
58911.634912 -19.081  0.278   -85   24 o  0   2.38 266.37407 -29.31596  9766.63  7365.96 2.29 2.14   8.6 -0.399 18.50 20.63 01a58911o0713o
58913.664722 -19.027  1.163   -89  103 c  0   1.19 266.37407 -29.31596  4309.87  6716.23 2.43 2.39  -8.8 -0.439 17.19 18.11 02a58913o0438c
58915.628018 -18.211  0.299  -189   56 o  0   2.00 266.37407 -29.31596  1995.33  1662.43 2.85 2.62  -0.3 -0.353 17.81 18.73 01a58915o0857o
58915.631315 -17.306  0.088  -434   38 o  0   6.95 266.37407 -29.31596  1977.83  1622.92 3.52 2.51  -1.0 -0.324 18.20 19.46 01a58915o0864o
58915.641469 -17.996  0.167  -230   38 o  0   4.67 266.37407 -29.31596  2032.83  1702.36 3.02 2.44   1.6 -0.352 18.32 19.73 01a58915o0885o
58915.647517 -18.573  0.204  -135   28 o  0   5.01 266.37407 -29.31596  2052.97  1587.11 2.80 2.29   2.2 -0.376 18.74 20.26 01a58915o0897o
58915.659025 -17.114  0.063  -518   33 o  0  10.84 266.37407 -29.31596  2018.27  1645.84 2.97 2.34  -1.5 -0.344 18.40 19.04 01a58915o0921o
58917.599462 -19.892  1.517   -40   61 o  0   0.64 266.37407 -29.31596  9333.86   845.60 2.34 1.96 -58.6 -0.496 17.96 18.29 02a58917o0790o
58917.602573 -19.564  0.945   -54   51 o  0   0.47 266.37407 -29.31596  9350.99   885.71 2.02 1.70 -56.6 -0.540 18.13 18.34 02a58917o0796o
58917.608288 -19.253  0.563   -72   41 o  0   0.50 266.37407 -29.31596  9294.60   805.72 2.05 1.66 -57.0 -0.526 18.20 18.36 02a58917o0808o
58917.618152 -21.061  3.727   -14   51 o  0   0.55 266.37407 -29.31596  9274.74   922.79 2.07 1.77 -54.7 -0.538 18.26 18.46 02a58917o0829o
58917.653068 -20.728  2.125   -19   40 o  0   0.84 266.37407 -29.31596  9315.44   863.24 2.12 1.72 -59.6 -0.526 18.26 18.58 02a58917o0903o
58919.548930 -16.715  0.054  -748   41 o  0  11.44 266.37407 -29.31596  1994.26  1652.36 2.91 2.43   4.9 -0.329 18.15 18.62 01a58919o0698o
58919.551766 -16.668  0.052  -782   40 o  0  14.83 266.37407 -29.31596  1975.11  1613.33 2.95 2.49   5.0 -0.333 18.20 18.65 01a58919o0704o
58919.556932 -17.859  0.129  -261   34 o  0   4.47 266.37407 -29.31596  2032.77  1693.39 2.77 2.31   0.9 -0.344 18.28 18.71 01a58919o0715o
58919.567586 -18.755  0.317  -114   36 o  0   3.42 266.37407 -29.31596  2050.07  1577.05 2.59 2.15  -2.5 -0.367 18.37 18.81 01a58919o0738o
58927.622481 -18.491  0.158  -146   23 o  0   5.45 266.37407 -29.31596  7605.64  5634.63 2.43 2.05  -1.8 -0.378 18.89 20.35 01a58927o0441o
58927.626736 -19.410  0.351   -62   22 o  0   7.73 266.37407 -29.31596  7586.73  5595.22 2.61 2.12   1.4 -0.367 18.86 20.33 01a58927o0449o
58927.632372 -18.769  0.195  -113   22 o  0   4.97 266.37407 -29.31596  7639.83  5670.71 2.28 2.20  56.7 -0.395 18.81 20.31 01a58927o0460o
58927.635658 -18.952  0.536   -95   51 o  0   1.68 266.37407 -29.31596  7664.88  5557.09 2.29 2.26  66.8 -0.401 18.92 20.30 01a58927o0467o
58941.634853 -19.331  0.356   -67   24 c  0   1.06 266.37407 -29.31596  5626.04  5745.54 2.47 2.20  36.8 -0.423 19.27 20.76 02a58941o0809c
58941.637145 -19.061  0.184   -86   16 c  0   2.18 266.37407 -29.31596  5605.11  5709.59 2.71 2.20  35.7 -0.403 19.23 20.62 02a58941o0814c
58941.638059 -18.911  0.222   -99   22 c  0   0.95 266.37407 -29.31596  5663.43  5787.19 2.56 2.20  37.2 -0.416 19.16 20.54 02a58941o0816c
58941.640409 -20.104  0.663   -33   22 c  0   1.21 266.37407 -29.31596  5682.69  5669.46 2.69 2.22  36.3 -0.402 18.97 20.26 02a58941o0821c
58943.597270 -19.424  0.596   -62   37 o  0   2.61 266.37407 -29.31596  2158.64  3612.64 2.09 1.85  -3.2 -0.407 18.46 19.58 01a58943o0299o
58943.600501 -22.853 10.900    -3   29 o  0   0.80 266.37407 -29.31596  2139.44  3574.40 1.99 1.79  -2.8 -0.417 18.53 19.64 01a58943o0306o
58943.610440 -19.333  0.463   -67   31 o  0   1.37 266.37407 -29.31596  2195.06  3653.30 1.99 1.91  39.9 -0.422 18.44 19.56 01a58943o0326o
58943.620422 -18.135  0.901  -202  182 o  0   0.92 266.37407 -29.31596  8370.48  7010.96 2.22 1.99 -88.9 -0.404 16.62 17.56 01a58943o0347o
58947.511572 -14.960  0.017 -3766   64 o  0 143.60 266.37407 -29.31596  5771.67  7685.58 2.77 2.44   3.6 -0.366 17.61 17.99 01a58947o0515o
58947.517241 -18.512  0.418  -143   60 o  0   1.54 266.37407 -29.31596  5749.48  7645.35 2.69 2.32   7.7 -0.369 17.68 18.03 01a58947o0526o
58947.520924 -18.289  0.313  -176   55 o  0   2.01 266.37407 -29.31596  5812.41  7724.51 2.59 2.34   2.9 -0.385 17.72 18.06 01a58947o0534o
58947.534355 -15.872  0.028 -1627   45 o  0  45.10 266.37407 -29.31596  5835.61  7609.48 2.82 2.55   6.3 -0.396 17.78 18.18 01a58947o0563o
58949.541943 -22.134 15.020    -5   76 o  0   1.29 266.37407 -29.31596   636.93  8848.38 2.55 1.78 -52.5 -0.488 18.10 18.51 02a58949o0593o
58949.545615 -18.720  0.757  -118   89 o  0   0.66 266.37407 -29.31596   656.39  8886.18 2.59 1.71 -55.1 -0.476 18.09 18.57 02a58949o0601o
58949.551911 -18.963  0.811   -94   76 o  0   1.55 266.37407 -29.31596   597.45  8808.93 2.68 1.88 -53.3 -0.441 18.06 18.55 02a58949o0614o
