###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59795.882797 -18.872  0.290  -103   30 o  0   1.03 266.37407 -29.31596  3407.87  1100.97 2.28 2.14 -23.8 -0.440 18.83 20.43 03a59796o0389o
59795.886444 -20.067  0.594   -34   20 o  0   1.45 266.37407 -29.31596  3425.43  1140.34 2.14 2.00 -41.4 -0.456 18.83 20.46 03a59796o0395o
59795.892222 -20.267  0.843   -28   24 o  0   1.33 266.37407 -29.31596  3367.65  1061.56 2.27 2.12 -31.3 -0.451 18.77 20.46 03a59796o0406o
59795.904301 -18.759  0.226  -114   26 o  0   1.91 266.37407 -29.31596  3344.14  1178.41 2.35 2.16 -20.3 -0.428 18.76 20.47 03a59796o0430o
59797.091066 -18.753  0.213  -114   24 o  0   2.44 266.37407 -29.31596  2917.04  3041.29 2.39 2.17  66.8 -0.408 18.39 20.01 04a59797o0273o
59797.093770 -19.734  0.647   -46   30 o  0   2.20 266.37407 -29.31596  2937.39  3078.12 2.50 2.26  75.2 -0.401 18.31 20.00 04a59797o0279o
59797.098867 -18.782  0.231  -112   26 o  0   1.52 266.37407 -29.31596  2878.44  2996.25 2.44 2.15  61.3 -0.402 18.37 20.01 04a59797o0290o
59797.124438 -19.986  0.756   -37   28 o  0   1.19 266.37407 -29.31596  2857.41  3089.35 2.27 2.04  64.0 -0.417 18.49 20.03 04a59797o0341o
59802.094028  17.230  0.623   466  290 o  0   1.26 266.37407 -29.31596  6568.40  7064.15 2.51 2.15 -68.8 -0.406 15.85 15.50 04a59802o0297o
59802.098825 -18.213  1.830  -188  344 o  0   1.40 266.37407 -29.31596  6587.05  7099.15 2.47 2.16 -67.6 -0.396 15.63 15.24 04a59802o0307o
59802.106222  20.690  7.391    19  142 o  0   0.99 266.37407 -29.31596  6529.03  7015.67 2.29 2.02 -66.2 -0.398 16.70 16.47 04a59802o0323o
59802.119041 -20.017  3.389   -36  121 o  0   0.75 266.37407 -29.31596  6508.61  7123.23 2.26 2.01 -61.8 -0.407 16.90 16.55 04a59802o0350o
59805.083079 -20.672  1.506   -20   29 o  0   1.21 266.37407 -29.31596  6571.09  7065.55 2.37 2.11 -60.4 -0.408 18.58 19.87 04a59805o0270o
59805.085798 -19.117  0.407   -82   33 o  0   1.14 266.37407 -29.31596  6589.72  7102.17 2.35 2.14 -55.6 -0.412 18.58 19.86 04a59805o0276o
59805.092268  21.327  2.937    11   31 o  0   0.57 266.37407 -29.31596  6531.55  7019.07 2.27 2.01 -61.8 -0.416 18.58 19.81 04a59805o0290o
59805.103261 -18.613  0.237  -130   31 o  0   1.59 266.37407 -29.31596  6511.86  7129.39 2.33 2.10 -62.4 -0.406 18.55 19.78 04a59805o0312o
59806.098162 -19.152  0.246   -79   20 o  0   5.07 266.37407 -29.31596  6577.77  7053.93 2.50 2.24 -69.4 -0.406 18.57 20.10 04a59806o0162o
59806.103703 -19.044  0.328   -88   29 o  0   1.75 266.37407 -29.31596  6595.30  7089.38 2.39 2.16 -66.3 -0.414 18.62 20.05 04a59806o0174o
59806.115114 -19.563  0.566   -54   31 o  0   1.48 266.37407 -29.31596  6536.31  7003.65 2.57 2.34 -65.1 -0.387 18.52 19.98 04a59806o0199o
59806.117846 -18.352  0.229  -166   38 o  0   2.41 266.37407 -29.31596  6517.02  7118.31 2.55 2.37 -62.6 -0.393 18.50 19.94 04a59806o0205o
59806.871041 -19.146  0.467   -80   37 o  0   1.21 266.37407 -29.31596  4861.41  4812.65 2.55 2.49 -61.8 -0.419 18.49 19.54 03a59807o0337o
59806.874821 -17.713  0.107  -298   32 o  0  10.36 266.37407 -29.31596  4879.13  4851.43 2.74 2.68 -65.7 -0.396 18.39 19.42 03a59807o0344o
59806.880703 -18.276  0.172  -178   30 o  0   2.43 266.37407 -29.31596  4823.07  4773.44 2.45 2.39 -56.9 -0.424 18.52 19.57 03a59807o0355o
59806.893984 -18.605  0.269  -131   35 o  0   2.34 266.37407 -29.31596  4799.88  4887.81 2.60 2.50 -52.7 -0.419 18.44 19.44 03a59807o0381o
59807.797137 -19.230  0.247   -74   18 o  0   3.88 266.37407 -29.31596 10339.51  8968.75 2.64 2.15 -45.0 -0.449 19.01 20.95 03a59808o0188o
59807.800111 -18.961  0.288   -95   27 o  0   1.76 266.37407 -29.31596 10356.42  9008.80 2.70 2.21 -46.8 -0.435 18.98 20.96 03a59808o0194o
59807.806933 -18.859  0.207  -104   22 o  0   4.03 266.37407 -29.31596 10297.35  8928.13 2.60 2.10 -48.9 -0.467 18.98 20.96 03a59808o0208o
59807.812347 -19.010  0.237   -90   21 o  0   5.03 266.37407 -29.31596   511.88  8730.99 2.50 2.22 -55.1 -0.452 18.89 20.93 03a59808o0218o
59807.815334 -19.519  0.408   -57   23 o  0   3.23 266.37407 -29.31596   528.46  8770.74 2.51 2.29 -52.6 -0.443 18.89 20.92 03a59808o0224o
59807.819269 -19.283  0.319   -70   22 o  0   2.50 266.37407 -29.31596 10273.56  9045.63 2.61 2.14 -47.2 -0.449 19.05 20.94 03a59808o0232o
59807.821738 -19.432  0.342   -61   21 o  0   2.82 266.37407 -29.31596   470.11  8693.62 2.45 2.16 -57.1 -0.444 18.86 20.94 03a59808o0237o
59807.832011 -18.630  0.218  -128   28 o  0   2.83 266.37407 -29.31596   446.60  8812.02 2.50 2.15 -61.7 -0.453 18.88 20.94 03a59808o0257o
59809.065158 -18.730  0.130  -117   15 c  0   4.52 266.37407 -29.31596  8962.11  3227.10 3.13 2.27 -23.0 -0.393 19.35 21.34 04a59809o0236c
59809.070208 -19.502  0.218   -58   12 c  0   2.73 266.37407 -29.31596  8981.27  3261.40 2.84 2.09 -23.4 -0.420 19.44 21.32 04a59809o0247c
59809.072911 -19.453  0.227   -60   14 c  0   3.01 266.37407 -29.31596  8923.23  3180.95 2.91 2.13 -24.6 -0.416 19.47 21.35 04a59809o0253c
59809.083935 -19.423  0.218   -62   14 c  0   5.58 266.37407 -29.31596  8902.11  3289.38 2.91 2.17 -23.4 -0.408 19.36 21.35 04a59809o0277c
59810.055128 -19.652  0.256   -50   13 c  0   2.01 266.37407 -29.31596  8953.46  3230.47 2.86 2.10 -21.5 -0.397 19.47 21.28 04a59810o0121c
59810.058863 -19.942  0.323   -38   12 c  0   3.59 266.37407 -29.31596  8973.55  3266.74 2.92 2.14 -25.1 -0.397 19.51 21.26 04a59810o0129c
59810.064279 -19.982  0.369   -37   14 c  0   2.94 266.37407 -29.31596  8914.84  3183.86 2.80 2.10 -24.7 -0.403 19.49 21.27 04a59810o0141c
59810.075675 -19.796  0.261   -44   11 c  0   4.14 266.37407 -29.31596  8893.53  3290.05 2.88 2.08 -24.5 -0.399 19.50 21.26 04a59810o0164c
59811.826112 -16.241  0.043 -1157   49 o  0  44.88 266.37407 -29.31596 10332.23  8972.84 4.28 3.65 -26.8 -0.496 18.65 20.88 03a59812o0256o
59811.829765 -16.555  0.065  -867   56 o  0  35.91 266.37407 -29.31596 10350.10  9012.57 3.76 3.09  -2.4 -0.679 18.61 20.87 03a59812o0264o
59811.836234 -16.451  0.043  -954   41 o  0  53.19 266.37407 -29.31596 10293.31  8931.47 3.79 3.23 -11.5 -0.533 18.72 20.88 03a59812o0278o
59811.840842 -16.195  0.038 -1208   46 o  0  70.52 266.37407 -29.31596   504.72  8735.94 4.23 3.81   5.3 -0.491 18.52 20.83 03a59812o0288o
59811.844025 -16.175  0.033 -1230   40 o  0 15118.61 266.37407 -29.31596   522.98  8776.08 4.18 3.83  -1.6 -0.506 18.49 20.80 03a59812o0295o
59811.846353 -16.456  0.050  -950   47 o  0  40.35 266.37407 -29.31596 10271.02  9046.85 3.85 3.26 -28.2 -0.504 18.74 20.84 03a59812o0300o
59811.849963 -16.040  0.037 -1393   52 o  0 22305.18 266.37407 -29.31596   466.46  8698.75 4.31 4.04   4.1 -0.473 18.42 20.78 03a59812o0308o
59811.870181 -16.095  0.033 -1324   44 o  0 16238.67 266.37407 -29.31596   443.45  8816.81 4.55 4.05   8.1 -0.475 18.36 20.66 03a59812o0352o
59812.972556 -18.968  0.196   -94   18 c  0   2.19 266.37407 -29.31596  1748.37  7372.35 2.92 2.41  89.1 -0.356 18.99 20.28 04a59813o0032c
59812.975367 -18.897  0.189  -100   19 c  0   1.79 266.37407 -29.31596  1734.25  7333.27 2.92 2.50 -86.5 -0.365 19.13 20.73 04a59813o0037c
59812.979870 -18.976  0.171   -93   16 c  0   2.40 266.37407 -29.31596  1797.83  7413.15 2.92 2.42  89.4 -0.364 19.31 21.10 04a59813o0047c
59812.986155 -19.295  0.182   -70   13 c  0   2.05 266.37407 -29.31596  1822.62  7294.94 2.79 2.33 -87.4 -0.374 19.38 21.26 04a59813o0060c
59814.052200 -20.276  0.480   -28   14 c  0   2.47 266.37407 -29.31596  8959.92  3223.61 2.99 2.18 -21.2 -0.394 19.45 21.37 04a59814o0204c
59814.056310 -19.837  0.391   -42   16 c  0   3.14 266.37407 -29.31596  8980.31  3259.81 3.01 2.24 -24.8 -0.395 19.40 21.35 04a59814o0213c
59814.063148 -19.411  0.216   -62   14 c  0   8.66 266.37407 -29.31596  8919.80  3175.51 3.06 2.34 -23.6 -0.375 19.41 21.35 04a59814o0228c
59814.073309 -19.578  0.265   -54   14 c  0   1.84 266.37407 -29.31596  8898.88  3284.63 2.77 2.04 -23.5 -0.407 19.53 21.34 04a59814o0250c
59814.809310 -19.689  0.432   -48   21 o  0   2.40 266.37407 -29.31596 10325.14  8974.56 2.77 2.15 -50.0 -0.460 18.94 20.85 03a59815o0161o
59814.824497 -18.412  0.140  -157   22 o  0  18.28 266.37407 -29.31596 10341.27  9014.66 2.97 2.32 -51.9 -0.441 18.98 20.84 03a59815o0194o
59814.828125 -18.836  0.241  -106   26 o  0   3.51 266.37407 -29.31596 10282.99  8932.92 2.91 2.31 -52.0 -0.441 18.94 20.84 03a59815o0202o
59814.833793 -18.541  0.189  -139   26 o  0   5.11 266.37407 -29.31596 10262.44  9048.97 2.87 2.26 -51.6 -0.447 18.92 20.84 03a59815o0214o
59814.834694 -18.543  0.164  -139   23 o  0   3.44 266.37407 -29.31596   496.03  8737.46 2.60 2.24 -54.3 -0.435 18.82 20.87 03a59815o0216o
59814.843514 -18.716  0.162  -118   19 o  0   5.72 266.37407 -29.31596   514.29  8775.95 2.65 2.30 -50.9 -0.443 18.85 20.87 03a59815o0234o
59814.846697 -18.758  0.202  -114   23 o  0   4.86 266.37407 -29.31596   458.06  8698.92 2.68 2.31 -52.0 -0.448 18.76 20.89 03a59815o0241o
59814.859362 -19.289  0.431   -70   30 o  0   1.40 266.37407 -29.31596   435.28  8816.50 2.66 2.27 -51.8 -0.437 18.75 20.85 03a59815o0268o
59815.788330 -19.621  0.458   -52   24 o  0   1.73 266.37407 -29.31596  4326.51  8555.52 2.58 2.27 -35.1 -0.414 18.80 20.42 03a59816o0145o
59815.791498 -18.433  0.144  -154   22 o  0   7.43 266.37407 -29.31596  4343.69  8595.34 2.68 2.37 -41.0 -0.406 18.78 20.41 03a59816o0152o
59815.797814 -19.399  0.464   -63   29 o  0   1.44 266.37407 -29.31596  4287.27  8517.50 2.63 2.34 -43.6 -0.405 18.81 20.44 03a59816o0166o
59815.809397 -18.222  0.152  -187   28 o  0   3.30 266.37407 -29.31596  4261.49  8634.91 2.79 2.47 -37.4 -0.392 18.75 20.47 03a59816o0191o
59817.064798 -20.332  0.456   -27   12 c  0   1.17 266.37407 -29.31596  2531.74  6791.85 2.50 1.99 -88.8 -0.380 19.26 21.39 04a59817o0223c
59817.068940 -20.137  0.465   -32   15 c  0   1.00 266.37407 -29.31596  2549.92  6827.43 2.50 1.99 -88.0 -0.381 19.26 21.41 04a59817o0232c
59817.074443 -20.761  0.705   -18   13 c  0   0.81 266.37407 -29.31596  2492.24  6746.92 2.44 1.98 -87.4 -0.380 19.33 21.40 04a59817o0244c
59817.084644 -20.228  0.433   -29   13 c  0   0.90 266.37407 -29.31596  2472.32  6855.54 2.38 1.93 -86.8 -0.388 19.24 21.38 04a59817o0266c
59818.036413 -20.070  0.397   -34   14 c  0   1.45 266.37407 -29.31596  2536.25  6810.49 2.69 2.26 -90.0 -0.380 19.16 21.39 04a59818o0164c
59818.039566 -20.416  0.618   -25   15 c  0   1.41 266.37407 -29.31596  2555.95  6845.11 2.69 2.29  84.8 -0.378 19.16 21.37 04a59818o0171c
59818.047107 -20.637  0.638   -20   13 c  0   1.58 266.37407 -29.31596  2497.49  6762.92 2.71 2.29 -89.6 -0.372 19.20 21.37 04a59818o0187c
59818.057045 -20.919  0.919   -16   14 c  0   1.37 266.37407 -29.31596  2476.30  6871.80 2.72 2.46 -87.1 -0.370 19.13 21.34 04a59818o0209c
59818.778398 -19.441  0.385   -61   23 o  0   1.84 266.37407 -29.31596  4333.15  8550.55 2.63 2.37 -43.9 -0.440 18.97 20.61 03a59819o0139o
59818.781560 -18.457  0.181  -150   27 o  0   2.80 266.37407 -29.31596  4350.11  8590.12 2.61 2.37 -38.8 -0.442 18.94 20.60 03a59819o0146o
59818.800255 -18.368  0.137  -163   22 o  0   7.60 266.37407 -29.31596  4292.92  8519.56 2.76 2.49 -42.0 -0.431 18.89 20.58 03a59819o0184o
59818.805382 -19.071  0.311   -86   27 o  0   4.55 266.37407 -29.31596  4267.23  8632.57 2.72 2.41 -47.0 -0.432 18.96 20.59 03a59819o0195o
59819.816633 -15.946  0.021 -1519   32 o  0 110446.14 266.37407 -29.31596  4327.49  8558.10 5.08 4.31  -9.4 -0.364 18.47 20.68 03a59820o0229o
59819.819421 -16.110  0.028 -1306   37 o  0 54719.00 266.37407 -29.31596  4345.96  8597.60 4.84 4.17 -11.5 -0.429 18.51 20.66 03a59820o0235o
59819.824536 -15.929  0.027 -1542   41 o  0 27858.00 266.37407 -29.31596  4288.86  8518.81 4.94 4.17  -9.9 -0.377 18.52 20.68 03a59820o0246o
59819.835899 -15.955  0.025 -1507   38 o  0 39325.94 266.37407 -29.31596  4268.32  8636.20 4.53 3.85 -27.0 -0.364 18.59 20.67 03a59820o0271o
59821.033797 -18.881  0.150  -102   15 c  0   4.93 266.37407 -29.31596  2527.61  6804.78 2.90 2.45 -89.5 -0.349 19.10 21.45 04a59821o0099c
59821.036589 -20.287  0.514   -28   14 c  0   1.20 266.37407 -29.31596  2545.95  6841.80 2.71 2.38 -87.3 -0.371 19.16 21.45 04a59821o0105c
59821.041555 -19.191  0.178   -76   14 c  0   3.63 266.37407 -29.31596  2487.53  6761.48 2.70 2.36  89.4 -0.365 19.11 21.45 04a59821o0116c
59821.051891 -20.088  0.488   -34   16 c  0   1.37 266.37407 -29.31596  2467.81  6868.06 2.61 2.23 -86.9 -0.376 19.19 21.43 04a59821o0138c
59822.060482 -19.863  0.290   -41   12 c  0   1.17 266.37407 -29.31596  2533.40  6785.44 2.55 2.15 -87.1 -0.372 19.22 21.34 04a59822o0216c
59822.063698 -20.268  0.436   -28   12 c  0   1.26 266.37407 -29.31596  2552.11  6821.22 2.60 2.10 -86.8 -0.376 19.24 21.35 04a59822o0223c
59822.069601 -19.957  0.431   -38   16 c  0   1.00 266.37407 -29.31596  2493.84  6740.94 2.55 2.08 -87.7 -0.375 19.28 21.36 04a59822o0236c
59822.079556 -20.664  0.713   -20   14 c  0   0.84 266.37407 -29.31596  2472.21  6850.16 2.53 2.08 -87.1 -0.372 19.29 21.35 04a59822o0257c
59822.804460 -18.939  0.599   -96   58 o  0   0.87 266.37407 -29.31596  4321.34  8559.87 2.36 2.13 -45.6 -0.405 17.95 19.07 03a59823o0200o
59822.807696 -19.593  1.600   -53   84 o  0   1.31 266.37407 -29.31596  4338.07  8598.46 2.59 2.35 -46.0 -0.386 18.43 19.75 03a59823o0207o
59823.767387 -20.785  1.472   -18   26 o  0   1.66 266.37407 -29.31596  2826.34  2932.55 2.23 2.03 -48.6 -0.447 18.60 20.02 03a59824o0020o
59823.771005 -20.077  2.116   -34   72 o  0   1.06 266.37407 -29.31596  2844.15  2972.02 2.31 2.11 -42.3 -0.422 17.42 18.18 03a59824o0028o
59823.778250 -18.920  1.865   -98  183 o  0   1.22 266.37407 -29.31596  2785.65  2894.68 2.26 2.11 -53.8 -0.429 17.18 17.92 03a59824o0044o
59823.791701 -18.807  0.519  -109   56 o  0   1.51 266.37407 -29.31596  2759.76  3011.95 2.58 2.29 -24.8 -0.397 18.18 19.42 03a59824o0073o
59825.065842 -19.600  0.748   -52   39 o  0   1.06 266.37407 -29.31596  7410.96   943.64 2.58 2.10 -28.5 -0.395 18.62 19.58 04a59825o0153o
59825.069081 -18.681  0.232  -122   28 o  0   2.10 266.37407 -29.31596  7427.67   980.85 2.52 2.04 -27.7 -0.405 18.54 19.59 04a59825o0160o
59825.075082 -19.348  0.479   -66   32 o  0   1.29 266.37407 -29.31596  7368.03   899.53 2.49 2.19 -30.3 -0.403 18.66 19.58 04a59825o0173o
59825.098481 -18.886  0.306  -101   31 o  0   1.04 266.37407 -29.31596  7336.34  1007.02 2.44 2.01 -28.1 -0.398 18.56 19.52 04a59825o0224o
59829.009603 -18.570  0.278  -136   38 o  0   3.41 266.37407 -29.31596  7406.89   970.33 2.72 2.30 -31.2 -0.394 18.35 19.02 04a59829o0088o
59829.012784 -18.147  0.193  -200   39 o  0   2.49 266.37407 -29.31596  7427.79  1006.20 2.76 2.32 -27.1 -0.382 18.30 19.00 04a59829o0095o
59829.018201 -18.347  0.256  -166   43 o  0   1.26 266.37407 -29.31596  7368.15   922.77 2.69 2.22 -29.4 -0.401 18.35 18.94 04a59829o0107o
59829.028596 -19.524  0.589   -56   33 o  0   1.84 266.37407 -29.31596  7347.72  1031.60 2.65 2.20 -27.0 -0.396 18.34 18.87 04a59829o0129o
59830.794582 -18.810  0.220  -109   24 o  0   3.29 266.37407 -29.31596  2824.12  2935.66 2.60 2.28 -65.5 -0.412 18.11 19.04 03a59831o0171o
59830.797824 -19.701  0.846   -48   40 o  0   1.17 266.37407 -29.31596  2842.41  2974.70 2.59 2.27 -66.3 -0.407 18.20 19.08 03a59831o0178o
59830.803318 -19.174  0.445   -78   35 o  0   2.36 266.37407 -29.31596  2785.17  2898.26 2.58 2.30 -64.6 -0.411 18.27 19.11 03a59831o0190o
59830.813135 -18.073  0.170  -214   36 o  0   4.40 266.37407 -29.31596  2760.76  3012.57 2.78 2.50 -69.5 -0.404 18.10 19.06 03a59831o0211o
59831.770912 -18.438  0.249  -153   38 o  0   1.39 266.37407 -29.31596  6373.09  7056.36 2.61 2.18 -53.4 -0.438 18.55 19.18 03a59832o0119o
59831.774113 -19.299  0.532   -69   37 o  0   1.36 266.37407 -29.31596  6390.19  7095.63 2.62 2.19 -54.3 -0.438 18.47 19.17 03a59832o0126o
59831.783375 -18.587  0.258  -134   34 o  0   1.82 266.37407 -29.31596  6333.51  7018.19 2.52 2.12 -53.3 -0.428 18.54 19.14 03a59832o0145o
59831.793814 -18.782  0.327  -112   36 o  0   1.84 266.37407 -29.31596  6311.24  7133.16 2.63 2.16 -48.2 -0.433 18.50 19.12 03a59832o0168o
59833.082519 -17.965  0.157  -237   37 o  0   4.30 266.37407 -29.31596  5415.97  1023.24 2.82 2.66 -16.7 -0.378 18.10 18.80 04a59833o0143o
59833.086189 -17.521  0.128  -356   46 o  0   3.44 266.37407 -29.31596  5435.49  1061.22 2.84 2.81  51.3 -0.380 18.05 18.74 04a59833o0151o
59833.092160 -17.388  0.172  -402   69 o  0   3.96 266.37407 -29.31596  5371.51   980.35 3.01 2.86 -21.8 -0.370 17.37 17.83 04a59833o0164o
59834.009715 -19.248  0.377   -73   27 o  0   2.55 266.37407 -29.31596  5426.06  1055.98 2.46 2.38  51.5 -0.423 18.65 19.91 04a59834o0097o
59834.013364 -19.060  0.304   -86   26 o  0   2.03 266.37407 -29.31596  5445.28  1091.31 2.44 2.31  47.2 -0.427 18.62 19.82 04a59834o0105o
59834.020782 -18.742  0.207  -116   24 o  0   2.93 266.37407 -29.31596  5384.41  1009.44 2.54 2.40  -1.3 -0.417 18.50 19.71 04a59834o0121o
59834.031048 -18.837  0.263  -106   28 o  0   1.96 266.37407 -29.31596  5362.09  1119.45 2.36 2.32  30.4 -0.420 18.58 19.58 04a59834o0143o
59834.757807 -19.251  0.285   -72   21 o  0   2.69 266.37407 -29.31596  6375.48  7058.67 2.56 2.26 -53.2 -0.460 18.95 20.61 03a59835o0088o
59834.760979 -18.714  0.226  -119   27 o  0   2.23 266.37407 -29.31596  6392.58  7097.76 2.53 2.20 -52.3 -0.470 19.00 20.62 03a59835o0095o
59834.766353 -18.435  0.183  -154   28 o  0   3.16 266.37407 -29.31596  6336.57  7017.95 2.59 2.29 -51.5 -0.458 18.98 20.63 03a59835o0106o
59834.776108 -19.025  0.274   -89   24 o  0   2.34 266.37407 -29.31596  6313.47  7134.74 2.49 2.25 -48.8 -0.475 19.01 20.57 03a59835o0127o
59835.812268 -18.558  0.188  -137   26 o  0   5.27 266.37407 -29.31596  6374.48  7058.01 2.70 2.39 -42.2 -0.436 18.83 20.44 03a59836o0206o
59835.815509 -18.785  0.266  -111   30 o  0   2.16 266.37407 -29.31596  6391.32  7096.03 2.56 2.22 -43.7 -0.451 18.94 20.46 03a59836o0213o
59835.821101 -19.221  0.272   -74   20 o  0   5.41 266.37407 -29.31596  6335.84  7017.07 2.51 2.19 -44.9 -0.455 18.93 20.38 03a59836o0225o
59835.841692 -18.395  0.168  -159   27 o  0   2.85 266.37407 -29.31596  6316.79  7130.44 2.53 2.27 -43.5 -0.429 18.76 19.86 03a59836o0270o
59836.999001 -21.095  1.269   -13   17 c  0   0.84 266.37407 -29.31596  5419.44  1062.64 2.27 2.19  18.1 -0.400 19.33 20.97 04a59837o0068c
59837.002165 -20.431  0.589   -24   14 c  0   1.09 266.37407 -29.31596  5439.65  1098.57 2.28 2.19  20.7 -0.407 19.25 20.94 04a59837o0075c
59837.008588 -19.828  0.384   -43   16 c  0   1.02 266.37407 -29.31596  5379.35  1015.90 2.25 2.16  -7.4 -0.407 19.28 20.97 04a59837o0089c
59837.022715 -19.896  0.401   -40   16 c  0   1.04 266.37407 -29.31596  5356.36  1122.16 2.25 2.17  -4.1 -0.402 19.07 20.66 04a59837o0120c
59838.782987   0.565  3.467 2157069835 7477842095 c  0   0.98 266.37407 -29.31596  6389.56  7100.02 3.10 2.74 -53.4 -0.364 -2.60 -0.47 03a59839o0139c
59838.788881   0.058  1.778 3441287573 6117844574 c  0   1.57 266.37407 -29.31596  6333.57  7020.26 2.94 2.51 -47.4 -0.385 -2.53 -0.47 03a59839o0152c
59838.798941   0.853  4.154 1654300986 6871711788 c  0   0.80 266.37407 -29.31596  6311.06  7135.58 3.03 2.53 -45.4 -0.344 -2.52 -0.47 03a59839o0174c
59841.036435 -18.568  0.164  -136   22 o  0  10.52 266.37407 -29.31596   938.43  3122.64 2.97 2.59  45.8 -0.383 18.23 20.62 04a59841o0150o
59841.039174 -19.200  0.295   -76   22 o  0   4.79 266.37407 -29.31596   955.21  3158.13 2.87 2.21  47.3 -0.405 18.31 20.60 04a59841o0156o
59841.044226 -19.250  0.363   -72   26 o  0   1.65 266.37407 -29.31596   895.11  3079.63 2.67 2.10  46.3 -0.420 18.31 20.61 04a59841o0167o
59841.055186 -18.831  0.372  -106   40 o  0   1.07 266.37407 -29.31596   871.96  3191.82 2.72 2.19  49.2 -0.408 18.28 20.56 04a59841o0191o
59841.986124 -19.312  0.408   -68   28 o  0   2.10 266.37407 -29.31596   937.19  3155.72 2.76 2.19  52.0 -0.397 18.10 19.72 04a59842o0038o
59841.989746 -19.335  0.488   -67   33 o  0   1.77 266.37407 -29.31596   957.03  3190.95 2.70 2.21  46.2 -0.399 18.25 20.11 04a59842o0046o
59841.995240 -18.939  0.311   -96   30 o  0   3.01 266.37407 -29.31596   897.46  3110.33 2.79 2.20  47.2 -0.396 18.18 20.38 04a59842o0058o
59842.005951 -19.956  0.643   -38   24 o  0   2.22 266.37407 -29.31596   877.43  3216.53 2.83 2.21  48.4 -0.397 18.31 20.47 04a59842o0081o
59843.824212 -20.671  1.116   -20   22 c  0   0.79 266.37407 -29.31596  8846.29  3279.82 2.41 2.14 -31.0 -0.439 18.82 21.15 03a59844o0113c
59843.827884 -19.897  0.556   -40   22 c  0   1.12 266.37407 -29.31596  8866.89  3318.93 2.48 2.19 -30.4 -0.437 18.80 21.14 03a59844o0121c
59843.834758 -20.374  0.907   -26   23 c  0   0.77 266.37407 -29.31596  8812.47  3238.80 2.48 2.18 -25.8 -0.432 18.77 21.12 03a59844o0136c
59843.846369 -20.138  0.714   -32   23 c  0   1.01 266.37407 -29.31596  8789.40  3348.89 2.48 2.21 -21.9 -0.426 18.76 21.08 03a59844o0161c
59844.987143 -19.183  0.309   -77   24 o  0   1.71 266.37407 -29.31596   933.89  3144.03 2.46 1.98  46.8 -0.408 18.23 19.69 04a59845o0038o
59844.990756 -20.524  2.044   -22   46 o  0   0.27 266.37407 -29.31596   954.41  3179.99 2.44 1.97  47.5 -0.420 18.28 20.17 04a59845o0046o
59844.995712 -20.429  1.010   -24   25 o  0   1.51 266.37407 -29.31596   894.22  3099.53 2.42 1.92  44.0 -0.427 18.35 20.48 04a59845o0057o
59845.007842 -19.919  1.067   -39   42 o  0   0.61 266.37407 -29.31596   873.25  3207.68 2.48 1.95  48.9 -0.415 18.32 20.60 04a59845o0083o
59846.033477 -18.953  0.280   -95   27 o  0   1.53 266.37407 -29.31596   934.53  3116.51 2.71 2.25  41.2 -0.437 18.20 20.47 04a59846o0139o
59846.037102 -19.016  0.302   -90   27 o  0   1.83 266.37407 -29.31596   953.02  3152.85 2.66 2.10  48.5 -0.429 18.34 20.49 04a59846o0147o
59846.043046 -19.079  0.298   -85   25 o  0   3.17 266.37407 -29.31596   888.66  3071.84 2.85 2.19  44.6 -0.415 18.29 20.47 04a59846o0160o
59846.053977 -18.986  0.316   -92   29 o  0   2.45 266.37407 -29.31596   867.08  3186.01 2.85 2.24  46.4 -0.403 18.21 20.53 04a59846o0184o
59849.025084 -18.205  0.282  -190   54 o  0   3.91 266.37407 -29.31596  8633.33  8897.71 2.78 2.57 -70.7 -0.376 18.12 19.43 04a59849o0118o
59849.028236 -18.124  0.215  -204   44 o  0   3.77 266.37407 -29.31596  8650.85  8935.95 2.86 2.68 -76.3 -0.347 18.03 19.31 04a59849o0125o
59849.047037 -18.633  0.314  -128   40 o  0   2.99 266.37407 -29.31596  8584.26  8851.47 2.67 2.41 -68.0 -0.390 18.30 19.63 04a59849o0165o
59849.052037 -17.986  0.544  -232  126 o  0   1.57 266.37407 -29.31596  8564.06  8966.90 2.75 2.46 -76.7 -0.349 17.07 18.19 04a59849o0176o
59849.987743 -17.629  0.156  -322   50 o  0   8.08 266.37407 -29.31596  8636.75  8911.86 3.01 2.83 -44.1 -0.341 18.01 18.74 04a59850o0035o
59849.990449 -17.462  0.284  -376  107 o  0   1.93 266.37407 -29.31596  8655.57  8950.08 2.93 2.78 -74.8 -0.337 18.09 18.96 04a59850o0041o
59849.995402 -17.539  0.446  -350  156 o  0   1.36 266.37407 -29.31596  8596.78  8868.28 2.95 2.78 -68.1 -0.331 16.43 17.35 04a59850o0052o
59850.009746 -18.200  1.333  -190  254 o  0   0.91 266.37407 -29.31596  8575.78  8976.65 3.16 2.79 -77.4 -0.326 16.42 17.75 04a59850o0083o
59850.731868 -19.502  0.307   -57   18 c  0   1.27 266.37407 -29.31596  2351.73  6699.21 2.41 2.19 -53.7 -0.405 19.05 20.25 03a59851o0016c
59850.735021 -19.857  0.361   -41   15 c  0   1.41 266.37407 -29.31596  2368.95  6737.38 2.48 2.25 -54.5 -0.410 19.21 20.69 03a59851o0023c
