###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60760.085339  20.425  0.994    24   24 o  0   0.84 266.37407 -29.31596  6175.61  2001.65 2.22 2.08 -35.6 -0.490 18.87 20.25 03a60760o0786o
60760.088518  20.570  1.079    22   23 o  0   0.78 266.37407 -29.31596  6156.84  1962.79 2.14 2.05 -47.4 -0.491 18.80 20.24 03a60760o0793o
60760.095298  20.079  0.580    34   20 o  0   1.50 266.37407 -29.31596  6214.85  2041.61 2.15 2.02 -50.7 -0.484 18.80 20.26 03a60760o0808o
60760.103798 -25.323 88.000    -0   24 o  0   0.95 266.37407 -29.31596  6239.02  1925.45 2.23 2.07 -51.1 -0.484 18.81 20.28 03a60760o0826o
60762.327694 -20.996  1.524   -14   22 c  0   0.83 266.37407 -29.31596  7749.20  7582.13 2.88 2.48 -67.0 -0.426 18.72 21.22 04a60762o0661c
60762.330875  21.518  3.029     9   27 c  0   0.60 266.37407 -29.31596  7728.56  7544.23 3.11 2.73 -67.9 -0.415 18.72 21.21 04a60762o0668c
60762.344145 -21.633  2.676    -8   22 c  0   0.68 266.37407 -29.31596  7789.24  7622.99 2.96 2.53 -67.3 -0.420 18.78 21.24 04a60762o0694c
60762.347371  20.387  0.905    25   23 c  0   0.83 266.37407 -29.31596  7805.69  7506.76 2.99 2.58 -64.3 -0.416 18.74 21.20 04a60762o0701c
60763.082348 -21.726  2.541    -7   19 o  0   1.43 266.37407 -29.31596  7689.36  7616.42 2.32 1.98 -50.6 -0.453 18.71 20.66 03a60763o0731o
60763.084157  22.220  4.925     5   23 o  0   0.59 266.37407 -29.31596  7669.61  7577.86 2.25 1.97 -50.7 -0.455 18.74 20.64 03a60763o0735o
60763.089580 -22.074  5.068    -5   27 o  0   0.49 266.37407 -29.31596  7731.10  7654.90 2.31 1.97 -50.9 -0.468 18.70 20.65 03a60763o0747o
60763.097244  20.839  1.350    17   23 o  0   0.91 266.37407 -29.31596  7753.83  7539.55 2.32 2.00 -50.1 -0.452 18.73 20.66 03a60763o0762o
60764.050044  21.762  3.827     7   27 o  0   0.57 266.37407 -29.31596  4119.82  3503.96 2.18 2.05 -79.5 -0.514 18.94 20.40 03a60764o0712o
60764.052322 -22.825  6.864    -3   18 o  0   1.21 266.37407 -29.31596  4098.46  3466.98 2.17 1.90 -63.1 -0.491 18.89 20.40 03a60764o0717o
60764.058446  20.435  1.073    24   26 o  0   0.68 266.37407 -29.31596  4156.93  3545.71 2.17 1.96 -65.2 -0.494 18.86 20.40 03a60764o0730o
60764.079329  20.050  0.594    35   21 o  0   0.88 266.37407 -29.31596  4184.56  3428.85 2.15 2.01 -60.7 -0.502 18.93 20.35 03a60764o0774o
60765.320319  21.076  1.168    14   16 c  0   0.72 266.37407 -29.31596  4079.35  3553.72 2.11 2.02  59.5 -0.455 19.28 20.96 04a60765o0728c
60765.322128 -21.810  2.308    -7   16 c  0   0.76 266.37407 -29.31596  4058.99  3514.78 2.10 2.01  74.5 -0.453 19.29 20.96 04a60765o0732c
60765.325843  21.372  1.407    10   14 c  0   0.87 266.37407 -29.31596  4117.09  3592.94 2.11 2.00  79.7 -0.402 19.22 20.91 04a60765o0740c
60765.335663 -20.562  0.615   -22   13 c  0   0.86 266.37407 -29.31596  4133.82  3478.17 2.19 2.12  66.5 -0.464 19.28 20.98 04a60765o0761c
60766.318009  20.289  0.549    28   15 c  0   1.11 266.37407 -29.31596  1699.93  7405.37 2.53 2.09 -79.9 -0.390 19.07 20.55 04a60766o0737c
60766.319812  22.070  2.758     5   15 c  0   1.35 266.37407 -29.31596  1699.91  7405.54 2.56 2.04 -81.9 -0.434 19.17 20.60 04a60766o0741c
60766.323030  22.160  3.613     5   18 c  0   0.71 266.37407 -29.31596  1681.91  7366.78 2.53 2.02 -80.7 -0.437 19.14 20.62 04a60766o0748c
60766.326470 -21.769  2.279    -7   16 c  0   1.10 266.37407 -29.31596  1739.76  7445.51 2.56 2.04 -81.8 -0.446 19.16 20.63 04a60766o0755c
60766.336499  22.313  3.964     4   17 c  0   1.01 266.37407 -29.31596  1757.41  7330.15 2.46 2.01 -82.2 -0.431 19.21 20.67 04a60766o0776c
60769.318371  22.103  3.312     5   17 c  0   0.69 266.37407 -29.31596  8112.64  3803.28 2.59 2.33 -38.2 -0.365 18.93 20.74 04a60769o0413c
60769.320299  21.696  2.486     8   19 c  0   0.78 266.37407 -29.31596  8093.38  3764.04 2.93 2.66 -61.6 -0.343 18.95 20.75 04a60769o0417c
60769.323609  21.861  2.914     6   19 c  0   0.93 266.37407 -29.31596  8151.79  3840.68 2.75 2.53 -49.4 -0.358 18.97 20.77 04a60769o0424c
60769.345024  25.084 52.000     0   18 c  0   1.03 266.37407 -29.31596  8168.13  3729.65 2.64 2.37 -40.8 -0.366 19.02 20.80 04a60769o0468c
60770.320359  20.470  0.681    24   16 c  0   0.96 266.37407 -29.31596  3254.79  9654.90 3.22 2.28 -79.2 -0.361 19.07 20.75 04a60770o0743c
60770.324123 -22.285  4.273    -4   19 c  0   0.72 266.37407 -29.31596  3235.45  9616.23 3.22 2.19 -77.7 -0.359 19.03 20.76 04a60770o0750c
60770.327748 -20.311  0.480   -27   13 c  0   1.52 266.37407 -29.31596  3295.28  9694.98 3.03 2.06 -77.8 -0.373 19.11 20.77 04a60770o0758c
60770.333186  20.913  1.191    16   19 c  0   0.96 266.37407 -29.31596  3314.63  9578.26 2.97 2.04 -76.1 -0.381 19.14 20.79 04a60770o0770c
60773.303722 -21.067  1.282   -14   17 c  0   0.96 266.37407 -29.31596  5243.31  9550.37 2.94 2.03 -75.5 -0.391 19.09 21.29 04a60773o0702c
60773.305545  21.707  2.178     8   16 c  0   0.80 266.37407 -29.31596  5222.93  9511.98 2.85 2.00 -75.2 -0.399 19.04 21.33 04a60773o0706c
60773.308375 -22.786  5.938    -3   17 c  0   0.86 266.37407 -29.31596  5283.87  9590.20 2.96 2.02 -75.0 -0.395 19.08 21.34 04a60773o0712c
60773.313851  21.091  1.408    13   19 c  0   0.95 266.37407 -29.31596  5300.03  9473.69 2.92 2.04 -74.8 -0.398 19.05 21.34 04a60773o0724c
60774.266688  22.284  8.783     4   39 o  0   0.74 266.37407 -29.31596  9723.23  7436.91 2.59 2.37 -59.9 -0.433 17.94 20.21 04a60774o0645o
60774.269888  19.977  0.985    37   37 o  0   0.83 266.37407 -29.31596  9702.22  7399.35 2.50 2.29 -57.9 -0.445 18.09 20.24 04a60774o0652o
60774.283446  20.359  2.017    26   53 o  0   0.43 266.37407 -29.31596  9762.84  7478.40 2.61 2.35 -65.2 -0.471 17.94 20.31 04a60774o0679o
60774.288612 -20.724  1.856   -19   35 o  0   1.20 266.37407 -29.31596  9780.00  7363.70 2.71 2.47 -52.4 -0.431 17.98 20.35 04a60774o0690o
60777.303384  22.597 10.360     3   34 o  0   1.10 266.37407 -29.31596  1991.28  1691.75 2.25 1.90  47.2 -0.425 18.42 19.07 04a60777o0653o
60777.305249 -21.499  4.194    -9   38 o  0   0.86 266.37407 -29.31596  1972.79  1652.89 2.28 1.92  46.7 -0.423 18.35 19.05 04a60777o0657o
60777.310654  19.376  0.563    64   36 o  0   1.23 266.37407 -29.31596  2032.93  1733.37 2.27 1.92  46.2 -0.425 18.35 19.08 04a60777o0667o
60777.315942  21.975  5.163     6   30 o  0   1.70 266.37407 -29.31596  2049.34  1616.77 2.22 1.91  43.7 -0.426 18.35 19.09 04a60777o0678o
60778.274195  20.079  1.742    34   59 o  0   0.74 266.37407 -29.31596  7607.13  5646.20 2.53 2.22 -55.8 -0.419 17.98 18.81 04a60778o0669o
60778.276024  18.982  0.521    93   48 o  0   0.90 266.37407 -29.31596  7586.05  5608.20 2.53 2.26 -63.0 -0.415 17.97 18.85 04a60778o0673o
60778.278818  20.344  1.902    26   50 o  0   1.00 266.37407 -29.31596  7644.87  5684.85 2.68 2.35 -56.1 -0.426 17.94 18.91 04a60778o0679o
60778.283919  20.725  2.787    19   52 o  0   1.09 266.37407 -29.31596  7664.14  5569.99 2.66 2.34 -59.7 -0.419 17.93 18.94 04a60778o0690o
60785.380100  20.061  1.460    34   50 o  0   0.54 266.37407 -29.31596  4771.96  2844.34 2.19 2.14  83.5 -0.454 18.24 19.01 04a60785o0595o
60785.382900 -23.148 15.214    -2   30 o  0   1.30 266.37407 -29.31596  4790.51  2883.54 2.15 2.09 -72.0 -0.459 18.17 19.00 04a60785o0601o
60785.388029  20.309  1.523    27   42 o  0   0.59 266.37407 -29.31596  4732.59  2806.13 2.25 2.22  69.5 -0.456 18.22 18.99 04a60785o0612o
60785.399036 -20.300  1.386   -28   38 o  0   0.54 266.37407 -29.31596  4713.37  2923.75 2.21 2.11  80.3 -0.455 18.31 19.24 04a60785o0635o
60786.290560 -21.200  2.232   -12   27 o  0   0.94 266.37407 -29.31596  7997.78  1867.54 2.55 2.46 -44.3 -0.381 18.46 19.80 04a60786o0716o
60786.293797  20.664  1.300    20   26 o  0   1.24 266.37407 -29.31596  7979.96  1829.44 2.46 2.37 -50.4 -0.390 18.46 19.81 04a60786o0723o
60786.300309 -20.045  0.757   -35   26 o  0   1.09 266.37407 -29.31596  8035.75  1906.60 2.47 2.39 -47.6 -0.389 18.43 19.78 04a60786o0737o
60786.305858  19.799  0.581    44   25 o  0   1.15 266.37407 -29.31596  8055.92  1790.11 2.50 2.43 -51.6 -0.379 18.47 19.77 04a60786o0749o
60789.271853  20.533  1.196    22   27 o  0   0.79 266.37407 -29.31596  1520.07  5470.31 2.23 2.00  83.4 -0.417 18.75 20.49 04a60789o0677o
60789.275058 -24.884 48.000    -0   19 o  0   1.39 266.37407 -29.31596  1501.37  5431.86 2.23 1.97  81.5 -0.421 18.71 20.48 04a60789o0684o
60789.278223  21.041  1.745    14   24 o  0   0.77 266.37407 -29.31596  1560.68  5510.08 2.17 1.97  81.3 -0.423 18.76 20.48 04a60789o0691o
60789.283888  22.567  8.760     3   30 o  0   0.38 266.37407 -29.31596  1577.01  5393.73 2.25 2.00  81.2 -0.415 18.79 20.54 04a60789o0703o
60790.276622  21.445  2.743    10   26 o  0   1.18 266.37407 -29.31596  3900.93  1616.00 2.14 1.99  50.1 -0.458 18.82 20.59 04a60790o0688o
60790.282151 -20.681  1.504   -19   29 o  0   0.77 266.37407 -29.31596  3884.16  1577.51 2.20 2.02  43.0 -0.467 18.86 20.61 04a60790o0698o
60790.284020 -20.640  1.403   -20   28 o  0   0.86 266.37407 -29.31596  3939.04  1655.97 2.15 1.99  50.7 -0.465 18.80 20.58 04a60790o0702o
60790.290877 -22.461  7.074    -4   27 o  0   1.28 266.37407 -29.31596  3957.73  1540.20 2.12 1.95  58.2 -0.471 18.81 20.57 04a60790o0717o
60791.021224 -21.306  1.195   -11   13 c  0   1.14 266.37407 -29.31596  4003.31  1564.76 2.31 2.17 -55.0 -0.422 19.37 21.01 03a60791o0689c
60791.024449  21.184  1.279    12   16 c  0   0.56 266.37407 -29.31596  3986.52  1525.87 2.30 2.17 -53.7 -0.427 19.38 21.00 03a60791o0696c
60791.029418  20.704  0.748    19   14 c  0   0.65 266.37407 -29.31596  4042.22  1606.31 2.27 2.12 -53.1 -0.430 19.38 20.99 03a60791o0707c
60791.034478  20.511  0.584    23   13 c  0   0.87 266.37407 -29.31596  4066.63  1489.19 2.27 2.12 -47.9 -0.428 19.41 20.98 03a60791o0718c
60792.013505  24.195 21.200     1   16 c  0   0.73 266.37407 -29.31596  9116.10  9373.65 2.65 2.26 -57.7 -0.419 18.94 21.16 03a60792o0684c
60792.015842  20.852  0.945    17   16 c  0   0.93 266.37407 -29.31596  9096.58  9335.44 2.65 2.27 -56.5 -0.413 18.98 21.16 03a60792o0689c
60792.020412  20.271  0.474    28   13 c  0   1.49 266.37407 -29.31596  9155.93  9415.49 2.61 2.21 -55.3 -0.424 18.89 21.17 03a60792o0699c
60792.027486  20.738  0.792    18   15 c  0   1.11 266.37407 -29.31596  9177.96  9298.10 2.63 2.29 -50.7 -0.416 18.91 21.16 03a60792o0714c
60793.269885  20.426  1.366    24   34 o  0   0.64 266.37407 -29.31596  9217.68  9313.37 2.54 2.12 -77.8 -0.468 18.19 21.04 04a60793o0669o
60793.271701  22.280  6.292     4   28 o  0   1.32 266.37407 -29.31596  9196.56  9274.96 2.56 2.17 -74.5 -0.465 18.23 21.09 04a60793o0673o
60793.274434  20.283  1.396    28   39 o  0   0.70 266.37407 -29.31596  9256.14  9352.54 2.51 2.15 -71.7 -0.467 18.09 21.13 04a60793o0679o
60793.281782 -22.118  6.643    -5   34 o  0   0.88 266.37407 -29.31596  9273.69  9236.30 2.50 2.18 -70.3 -0.479 18.04 21.15 04a60793o0695o
60794.244862 -20.249  1.037   -29   30 o  0   0.51 266.37407 -29.31596  3730.93  5871.37 2.38 2.06 -75.0 -0.439 18.74 20.34 04a60794o0630o
60794.247140 -24.757 54.333    -0   25 o  0   0.76 266.37407 -29.31596  3710.46  5832.94 2.34 2.08 -71.6 -0.428 18.76 20.32 04a60794o0635o
60794.250750 -22.324  5.667    -4   24 o  0   0.65 266.37407 -29.31596  3768.85  5910.65 2.26 2.00 -72.3 -0.444 18.79 20.33 04a60794o0643o
60794.256190 -21.295  1.803   -11   20 o  0   1.28 266.37407 -29.31596  3787.97  5795.70 2.31 1.99 -72.0 -0.445 18.79 20.33 04a60794o0655o
60794.422114  20.234  0.768    29   22 o  0   1.27 266.37407 -29.31596  6812.16  4704.27 2.40 2.15 -60.7 -0.432 18.60 19.92 04a60794o1005o
60797.259991 -19.825  1.016   -43   43 o  0   1.04 266.37407 -29.31596  3835.08  7810.25 2.48 1.91 -76.5 -0.433 18.29 19.25 04a60797o0595o
60797.261799 -20.139  1.289   -32   41 o  0   0.82 266.37407 -29.31596  3814.63  7771.64 2.48 1.98 -72.1 -0.435 18.25 19.22 04a60797o0599o
60797.264989  20.830  2.944    17   50 o  0   0.65 266.37407 -29.31596  3872.58  7849.19 2.39 1.90 -72.8 -0.429 18.25 19.18 04a60797o0606o
60797.270469  22.190  7.828     5   38 o  0   1.24 266.37407 -29.31596  3891.80  7733.64 2.43 1.95 -71.6 -0.441 18.21 19.09 04a60797o0618o
60798.190255  21.194  1.981    12   24 o  0   1.20 266.37407 -29.31596  6200.13  3917.83 2.89 2.69 -84.1 -0.418 18.60 20.34 04a60798o0473o
60798.193520   0.000 20.510     0   23 o  0   0.77 266.37407 -29.31596  6176.78  3883.69 2.39 2.21 -53.3 -0.417 18.76 20.35 04a60798o0480o
60798.198793 -20.518  1.163   -22   26 o  0   0.75 266.37407 -29.31596  6233.13  3960.99 2.42 2.24 -51.0 -0.428 18.66 20.34 04a60798o0491o
60798.206818 -21.009  1.903   -14   27 o  0   0.91 266.37407 -29.31596  6252.40  3846.49 2.39 2.20 -68.1 -0.427 18.64 20.33 04a60798o0508o
60798.962545  22.389  4.227     4   17 c  0   0.66 266.37407 -29.31596  6224.62  3932.84 2.34 2.26 -36.6 -0.436 19.11 20.82 03a60799o0568c
60798.965728  20.599  0.871    21   18 c  0   0.61 266.37407 -29.31596  6206.63  3897.09 2.40 2.15 -49.7 -0.417 19.06 20.77 03a60799o0575c
60798.969446  23.436  8.600     2   13 c  0   1.04 266.37407 -29.31596  6263.43  3974.08 2.33 2.23 -47.3 -0.438 19.30 21.03 03a60799o0583c
60798.978490  20.446  1.058    24   26 c  0   0.96 266.37407 -29.31596  6287.14  3860.88 2.38 2.19 -51.2 -0.421 18.89 20.52 03a60799o0603c
60799.982619  22.686  5.944     3   18 c  0   0.81 266.37407 -29.31596  1175.11  9611.31 2.62 2.25 -46.5 -0.429 19.43 21.07 03a60800o0622c
60799.984449 -21.430  1.357   -10   13 c  0   1.46 266.37407 -29.31596  1155.69  9571.23 2.65 2.26 -39.4 -0.435 19.45 21.07 03a60800o0626c
60799.987704  25.825 93.000     0   16 c  0   0.74 266.37407 -29.31596  1216.24  9651.84 2.62 2.25 -43.1 -0.433 19.41 21.07 03a60800o0633c
60799.993144 -21.155  1.595   -12   20 c  0   1.30 266.37407 -29.31596  1241.48  9534.52 2.63 2.23 -42.5 -0.434 19.46 21.06 03a60800o0645c
60801.226962 -20.589  1.160   -21   24 o  0   0.96 266.37407 -29.31596  1265.24  9743.21 2.73 1.94 -75.8 -0.397 18.79 20.21 04a60801o0590o
60801.229862 -20.499  0.938   -23   22 o  0   1.00 266.37407 -29.31596  1246.29  9703.55 2.68 1.93 -75.4 -0.401 18.79 20.24 04a60801o0596o
60801.233046 -20.206  0.709   -30   21 o  0   1.61 266.37407 -29.31596  1305.71  9783.04 2.76 1.95 -74.9 -0.400 18.76 20.28 04a60801o0603o
60801.264655 -21.397  2.390   -10   24 o  0   0.81 266.37407 -29.31596  1322.91  9668.92 2.78 2.02 -76.9 -0.401 18.76 20.42 04a60801o0667o
60802.253250 -23.178 16.154    -2   31 o  0   1.00 266.37407 -29.31596  9548.23  5519.15 2.37 2.16 -25.3 -0.448 18.33 20.54 04a60802o0639o
60802.255990  21.525  4.759     9   42 o  0   0.25 266.37407 -29.31596  9527.15  5481.49 2.42 2.20 -33.4 -0.444 18.28 20.55 04a60802o0645o
60802.259607  20.387  1.136    25   29 o  0   0.96 266.37407 -29.31596  9586.84  5557.97 2.40 2.17 -32.0 -0.444 18.23 20.57 04a60802o0653o
60802.265064 -22.265  5.067    -4   23 o  0   1.25 266.37407 -29.31596  9605.67  5441.90 2.44 2.21 -30.7 -0.432 18.19 20.56 04a60802o0665o
60802.981839  20.610  1.220    21   25 o  0   0.93 266.37407 -29.31596  9535.34  5595.15 2.26 1.95 -54.3 -0.427 18.39 20.14 03a60803o0630o
60802.983654  20.919  1.769    16   28 o  0   0.88 266.37407 -29.31596  9516.16  5556.97 2.25 1.94 -55.9 -0.434 18.41 20.13 03a60803o0634o
60802.986823  21.397  3.087    10   31 o  0   0.83 266.37407 -29.31596  9574.27  5634.46 2.25 1.94 -55.7 -0.438 18.34 20.15 03a60803o0641o
60802.992243 -20.338  0.761   -27   20 o  0   1.41 266.37407 -29.31596  9599.57  5518.88 2.27 1.96 -55.9 -0.419 18.38 20.16 03a60803o0653o
60803.933796  19.968  0.828    37   31 o  0   0.86 266.37407 -29.31596  7121.57  9452.03 2.52 2.07 -42.3 -0.442 18.54 19.79 03a60804o0528o
60803.936077  20.368  1.211    26   31 o  0   0.70 266.37407 -29.31596  7101.95  9412.66 2.57 2.11 -41.8 -0.451 18.49 19.81 03a60804o0533o
60803.960751 -23.891 28.571    -1   29 o  0   0.89 266.37407 -29.31596  7159.79  9490.46 2.61 2.19 -45.7 -0.429 18.57 19.85 03a60804o0584o
60803.963978  20.839  1.607    17   27 o  0   1.05 266.37407 -29.31596  7183.53  9375.23 2.54 2.10 -42.0 -0.446 18.57 19.87 03a60804o0591o
60805.230098  21.819  6.658     7   45 o  0   0.75 266.37407 -29.31596  7228.61  9440.49 2.65 2.06 -72.5 -0.437 18.22 19.73 04a60805o0566o
60805.232868 -20.788  2.717   -18   48 o  0   0.68 266.37407 -29.31596  7207.07  9402.53 2.62 2.07 -73.6 -0.438 18.18 19.73 04a60805o0572o
60805.239359  19.115  0.577    82   47 o  0   0.61 266.37407 -29.31596  7263.51  9480.89 2.54 2.08 -73.0 -0.434 18.23 19.66 04a60805o0585o
60805.244932 -22.368 10.542    -4   43 o  0   0.68 266.37407 -29.31596  7281.52  9364.46 2.57 2.08 -71.1 -0.430 18.21 19.75 04a60805o0597o
60806.204001 -21.650  5.415    -8   43 o  0   0.86 266.37407 -29.31596  5666.46  5767.88 2.57 2.18 -67.1 -0.432 18.21 18.99 04a60806o0558o
60806.205815 -18.958  0.383   -95   36 o  0   1.46 266.37407 -29.31596  5645.56  5729.64 2.55 2.16 -58.1 -0.429 18.21 19.01 04a60806o0562o
60806.208543 -20.038  1.114   -35   39 o  0   1.15 266.37407 -29.31596  5703.69  5807.18 2.61 2.22 -68.0 -0.438 18.23 19.03 04a60806o0568o
60806.213714  19.884  0.961    40   39 o  0   1.16 266.37407 -29.31596  5723.71  5692.29 2.47 2.11 -72.0 -0.440 18.27 19.04 04a60806o0578o
60806.946151 -19.665  0.634   -49   31 o  0   0.91 266.37407 -29.31596  5656.39  5762.50 2.40 2.11 -44.6 -0.414 18.43 18.93 03a60807o0558o
60806.949112 -20.940  2.071   -15   32 o  0   0.94 266.37407 -29.31596  5638.32  5722.97 2.31 2.02 -47.3 -0.420 18.46 18.96 03a60807o0564o
60806.954169  19.819  0.668    43   29 o  0   0.72 266.37407 -29.31596  5695.71  5801.70 2.44 2.18 -42.6 -0.415 18.43 18.93 03a60807o0575o
60806.967138  20.773  1.591    18   28 o  0   2.06 266.37407 -29.31596  5723.23  5681.89 2.29 2.04 -43.8 -0.420 18.36 18.82 03a60807o0601o
60807.954006 -18.697  0.380  -121   46 o  0   1.72 266.37407 -29.31596  9995.35  1813.95 2.25 1.94 -50.4 -0.447 18.00 18.34 03a60808o0576o
60807.957254 -19.193  0.516   -76   39 o  0   2.15 266.37407 -29.31596  9976.69  1775.47 2.29 2.03 -47.4 -0.432 17.98 18.30 03a60808o0583o
60807.962752  21.401  5.537    10   55 o  0   0.88 266.37407 -29.31596 10035.37  1853.63 2.21 1.94 -49.0 -0.436 17.83 17.91 03a60808o0595o
60807.970121 -19.161  0.857   -79   67 o  0   0.99 266.37407 -29.31596 10057.85  1736.48 2.35 1.98 -53.6 -0.437 17.65 17.62 03a60808o0609o
60817.209148  23.112  9.571     2   20 c  0   0.45 266.37407 -29.31596  1696.02  7410.01 2.45 2.07 -77.2 -0.378 19.25 21.00 04a60817o0559c
60817.210955 -24.778 31.667    -0   14 c  0   0.71 266.37407 -29.31596  1678.70  7370.81 2.49 2.05 -80.7 -0.379 19.28 21.00 04a60817o0563c
60817.214236  20.679  0.697    19   14 c  0   0.84 266.37407 -29.31596  1736.74  7449.87 2.52 2.01 -80.4 -0.378 19.27 20.99 04a60817o0570c
60817.240591  21.501  1.705     9   16 c  0   0.65 266.37407 -29.31596  1752.10  7335.67 2.54 2.04 -79.2 -0.373 19.21 20.93 04a60817o0624c
60818.227041  20.413  0.541    25   13 c  0   1.43 266.37407 -29.31596  8108.44  3812.97 2.57 2.27 -27.4 -0.376 19.05 21.04 04a60818o0603c
60818.228883 -22.132  3.455    -5   18 c  0   0.75 266.37407 -29.31596  8088.17  3774.95 2.56 2.24 -26.2 -0.375 19.10 21.04 04a60818o0607c
60818.231634  21.035  1.054    14   15 c  0   1.01 266.37407 -29.31596  8146.86  3851.65 2.53 2.24 -30.1 -0.372 19.12 21.04 04a60818o0613c
60818.258597  22.075  2.889     5   16 c  0   0.82 266.37407 -29.31596  8165.62  3738.73 2.53 2.20 -22.6 -0.375 19.09 20.99 04a60818o0670c
60818.956546  19.646  0.278    50   14 o  0   1.85 266.37407 -29.31596  8151.44  3858.96 2.57 2.24 -16.0 -0.444 18.83 20.85 03a60819o0593o
60818.958799  21.959  3.243     6   19 o  0   1.16 266.37407 -29.31596  8133.16  3820.59 3.10 2.36  -5.2 -0.433 18.71 20.81 03a60819o0598o
60818.962431 -21.379  1.971   -10   20 o  0   1.05 266.37407 -29.31596  8191.78  3897.70 2.80 2.39 -10.6 -0.440 18.71 20.82 03a60819o0606o
60818.967753  20.473  0.868    24   20 o  0   0.82 266.37407 -29.31596  8215.89  3780.54 2.23 1.99 -55.4 -0.480 18.93 20.78 03a60819o0617o
60819.937229  22.933  8.438     2   21 o  0   1.11 266.37407 -29.31596  3169.30  9574.18 2.75 2.31 -41.6 -0.430 19.05 20.72 03a60820o0552o
60819.940579  21.287  1.762    11   20 o  0   1.14 266.37407 -29.31596  3151.19  9533.26 2.60 2.23 -42.7 -0.427 19.12 20.70 03a60820o0559o
60819.944213  19.377  0.318    64   20 o  0   0.97 266.37407 -29.31596  3211.16  9613.51 2.59 2.23 -42.1 -0.432 19.16 20.68 03a60820o0567o
60819.950670 -21.478  2.385    -9   22 o  0   0.81 266.37407 -29.31596  3235.50  9497.87 2.66 2.27 -42.4 -0.427 19.06 20.65 03a60820o0581o
60821.299059 -21.163  1.203   -12   15 c  0   1.09 266.37407 -29.31596  7313.69   902.07 2.56 2.36 -23.8 -0.383 19.20 20.98 04a60821o0569c
60821.301815 -22.868  5.200    -3   14 c  0   0.92 266.37407 -29.31596  7334.03   941.52 2.54 2.33 -20.2 -0.388 19.23 20.96 04a60821o0575c
60821.307853  21.522  1.673     9   15 c  0   0.80 266.37407 -29.31596  7273.05   862.73 2.60 2.41 -22.9 -0.379 19.20 20.94 04a60821o0588c
60821.318012  20.835  1.000    17   17 c  0   0.64 266.37407 -29.31596  7251.23   980.14 2.55 2.33 -20.8 -0.388 19.11 20.81 04a60821o0610c
60822.935748  21.101  1.606    13   21 o  0   0.80 266.37407 -29.31596  5150.17  9522.02 2.60 2.24 -43.3 -0.430 19.04 20.83 03a60823o0552o
60822.937592  22.392  4.567     4   18 o  0   1.16 266.37407 -29.31596  5130.83  9483.04 2.61 2.25 -42.3 -0.429 19.12 20.84 03a60823o0556o
60822.940886  21.495  2.071     9   19 o  0   1.04 266.37407 -29.31596  5190.91  9562.42 2.57 2.22 -40.7 -0.438 19.11 20.85 03a60823o0563o
60822.946338  20.816  1.015    17   17 o  0   0.97 266.37407 -29.31596  5212.40  9446.82 2.59 2.23 -45.9 -0.426 19.01 20.86 03a60823o0575o
60825.329536 -24.733 70.000    -0   32 c  0   1.10 266.37407 -29.31596   845.88  3095.91 2.72 2.11  39.5 -0.356 18.12 19.69 04a60825o0126c
60825.333471 -21.332  3.222   -11   34 c  0   0.87 266.37407 -29.31596   867.36  3134.62 2.66 2.05  41.2 -0.365 18.15 19.69 04a60825o0134c
60825.338776  20.326  1.152    27   31 c  0   0.94 266.37407 -29.31596   810.94  3061.03 2.54 2.12  40.5 -0.375 18.21 19.87 04a60825o0145c
60825.352212  21.949  4.756     6   29 c  0   0.93 266.37407 -29.31596   790.53  3176.85 2.59 2.10  40.2 -0.358 18.29 19.86 04a60825o0173c
60826.258721  19.722  0.548    47   26 c  0   0.79 266.37407 -29.31596  8557.04  8865.16 2.77 2.32 -55.2 -0.375 18.87 20.69 04a60826o0547c
60826.262055  22.110  4.182     5   22 c  0   0.72 266.37407 -29.31596  8574.43  8903.23 2.81 2.33 -54.9 -0.384 18.96 20.79 04a60826o0554c
60826.295222  21.056  1.518    14   21 c  0   0.71 266.37407 -29.31596  8517.95  8829.86 2.83 2.40 -62.8 -0.378 18.93 20.76 04a60826o0625c
60826.323903  21.074  1.531    14   21 c  0   0.73 266.37407 -29.31596  8506.31  8949.74 2.91 2.39 -63.0 -0.392 19.11 20.97 04a60826o0686c
60827.003971  20.143  0.746    32   24 o  0   0.67 266.37407 -29.31596  8454.92  8970.24 3.19 2.39  -8.7 -0.395 18.93 20.79 03a60827o0679o
60827.033193 -24.102 23.200    -1   19 o  0   0.74 266.37407 -29.31596  8478.78  9011.26 3.14 2.36 -11.7 -0.408 18.94 20.71 03a60827o0741o
60827.036144 -20.885  1.314   -16   21 o  0   0.50 266.37407 -29.31596  8422.27  8929.71 2.93 2.37 -27.7 -0.416 18.99 20.69 03a60827o0747o
60827.042668 -20.547  0.916   -22   20 o  0   0.60 266.37407 -29.31596  8406.48  9046.53 2.62 2.18 -40.3 -0.439 19.04 20.73 03a60827o0761o
60827.953803  20.768  1.086    18   19 o  0   1.14 266.37407 -29.31596  7608.89  5686.67 2.36 2.12 -45.0 -0.460 18.84 20.77 03a60828o0586o
60827.955607  19.678  0.380    49   19 o  0   0.67 266.37407 -29.31596  7590.02  5647.89 2.32 2.08 -42.2 -0.468 18.87 20.75 03a60828o0590o
