###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58579.597413  18.135  0.250   202   51 o  0   3.62 266.37407 -29.31596    59.01  4642.54 3.04 2.89 -13.2 -0.492 18.68 20.61 01a58579o0773o
58579.606623  12.041  0.001 55401   36 o  0 36407.14 266.37407 -29.31596  9610.84  4579.69 3.26 3.07  -1.6 -0.452 18.38 20.64 01a58579o0793o
58579.612628  11.916  0.001 62171   59 o  0 29192.63 266.37407 -29.31596   112.39  4723.28 3.32 3.05 -15.8 -0.464 18.78 20.67 01a58579o0806o
58579.615849  13.121  0.001 20500   25 o  0 15700.52 266.37407 -29.31596  9593.01  4541.37 3.26 3.08  -1.3 -0.454 18.41 20.64 01a58579o0813o
58579.619994  17.056  0.138   547   75 o  0   4.23 266.37407 -29.31596   143.37  4607.59 2.90 2.87  77.8 -0.505 18.79 20.64 01a58579o0822o
58579.629210  12.489  0.001 36670   32 o  0 26041.37 266.37407 -29.31596  9646.94  4618.13 3.51 3.10  -0.1 -0.443 18.25 20.51 01a58579o0842o
58579.636587  12.017  0.001 56655   37 o  0 37523.10 266.37407 -29.31596  9660.74  4500.56 3.74 3.55  81.1 -0.456 18.12 20.00 01a58579o0858o
58581.634836 -20.069  1.031   -34   35 c  0   0.63 266.37407 -29.31596  1268.39 10487.90 2.49 2.35 -12.8 -0.428 19.19 20.44 02a58581o0886c
58581.642212 -19.371  0.629   -65   41 c  0   0.96 266.37407 -29.31596  8675.42   764.76 2.48 2.28 -75.0 -0.462 18.08 19.08 02a58581o0902c
58581.644523  19.023  1.357    89  121 c  0   0.52 266.37407 -29.31596  1251.40 10450.07 2.50 2.44   4.4 -0.451 17.56 18.34 02a58581o0907c
58583.624948  12.987  0.002 23176   35 o  0 11478.85 266.37407 -29.31596  9223.06  1962.03 3.31 3.05 -26.5 -0.412 18.84 20.37 01a58583o0745o
58583.636011  19.435  0.563    61   34 o  0   4.51 266.37407 -29.31596  9240.87  1998.83 3.28 3.07 -27.3 -0.423 18.61 19.87 01a58583o0769o
58583.643373  15.009  0.029  3601  106 o  0  35.10 266.37407 -29.31596  9172.21  1919.72 3.56 3.04 -13.4 -0.404 17.26 17.97 01a58583o0785o
58589.556191  20.533  1.582    22   35 o  0   0.38 266.37407 -29.31596  1593.88  2018.74 2.04 1.99 -65.3 -0.490 18.31 19.51 02a58589o0674o
58589.565818  21.343  2.848    10   30 o  0   1.54 266.37407 -29.31596  1610.25  2056.18 2.16 1.97 -53.3 -0.494 18.28 19.57 02a58589o0695o
58589.578275 -19.958  0.685   -38   26 o  0   1.24 266.37407 -29.31596  1556.56  1978.95 2.32 2.00 -56.3 -0.492 18.35 19.65 02a58589o0722o
58589.585595 -19.040  0.341   -88   30 o  0   0.49 266.37407 -29.31596  1537.76  2094.99 2.24 1.92 -53.4 -0.498 18.40 19.76 02a58589o0738o
58591.490121  11.812  0.001 68443   60 o  0 36258.93 266.37407 -29.31596  5729.56  4679.19 3.37 3.23  -2.0 -0.428 17.82 18.80 01a58591o0544o
58591.496161  12.083  0.001 53319   49 o  0 29279.45 266.37407 -29.31596  5712.58  4640.72 3.66 3.29  -6.1 -0.418 17.89 18.84 01a58591o0557o
58591.498467  17.922  0.201   246   50 o  0   9.93 266.37407 -29.31596  5766.18  4718.05 3.54 3.11  -5.2 -0.415 17.87 18.86 01a58591o0562o
58591.504641  12.138  0.001 50653   47 o  0 26080.18 266.37407 -29.31596  5780.97  4600.99 3.56 3.25  -4.3 -0.423 17.90 18.89 01a58591o0575o
58597.525434  19.976  2.162    37   80 o  0   1.65 266.37407 -29.31596  6216.25  7801.12 2.35 2.01  41.3 -0.433 17.91 18.40 02a58597o0648o
58597.527262 -17.810  0.310  -273   85 o  0   2.77 266.37407 -29.31596  6231.22  7840.18 2.65 2.02  41.3 -0.443 17.98 18.41 02a58597o0652o
58597.535052  17.769  0.235   284   66 o  0   7.92 266.37407 -29.31596  6163.59  7761.22 2.59 2.12  41.6 -0.439 17.89 18.46 02a58597o0669o
58597.536881 -17.817  0.304  -271   82 o  0   2.08 266.37407 -29.31596  6146.29  7878.65 2.74 2.07  40.5 -0.438 17.77 18.46 02a58597o0673o
58599.569778  18.928  0.290    97   28 o  0   3.59 266.37407 -29.31596  7240.70  1980.24 3.69 3.13 -12.1 -0.408 18.63 19.99 01a58599o0748o
58599.578988  19.894  0.844    40   34 o  0   2.14 266.37407 -29.31596  7257.89  2017.92 3.34 3.04  -8.2 -0.430 18.63 19.98 01a58599o0768o
58599.593167  18.978  0.275    93   26 o  0  20.50 266.37407 -29.31596  7209.65  1937.40 3.62 3.01 -11.7 -0.411 18.68 19.99 01a58599o0798o
58599.601912  12.607  0.001 32896   36 o  0 22414.95 266.37407 -29.31596  7193.23  2053.93 3.49 3.13  -9.3 -0.430 18.64 19.98 01a58599o0817o
58605.589485 -20.572  1.234   -21   26 c  0   1.03 266.37407 -29.31596  1869.24  6589.54 2.71 2.49  48.5 -0.392 19.05 20.74 02a58605o0693c
58605.599624  15.589  0.008  2110   17 c  0 620.39 266.37407 -29.31596  1850.40  6550.61 2.75 2.50  44.7 -0.391 19.10 20.84 02a58605o0715c
58605.609838 -19.104  0.304   -83   25 c  0   2.00 266.37407 -29.31596  1917.72  6632.26 2.84 2.50  44.2 -0.376 19.05 20.73 02a58605o0737c
58605.620076 -21.932  3.444    -6   21 c  0   1.33 266.37407 -29.31596  1936.25  6515.83 2.73 2.40  46.7 -0.377 18.96 20.37 02a58605o0759c
58607.544354  12.367  0.002 41050   64 o  0 22849.40 266.37407 -29.31596  3817.82  4704.07 3.97 3.07  -5.9 -0.402 18.37 19.91 01a58607o0687o
58607.548963  10.808  0.001 172503  125 o  0 24276.41 266.37407 -29.31596  3797.36  4666.23 3.58 3.06  -8.9 -0.409 17.82 19.23 01a58607o0697o
58607.551732  10.299  0.000 275659   42 o  0 127460.72 266.37407 -29.31596  3849.14  4743.93 4.16 3.32  -7.1 -0.384 18.12 19.64 01a58607o0703o
58609.515415  21.084  0.966    13   13 c  0   1.02 266.37407 -29.31596  9843.97  7860.23 2.73 2.60 -84.6 -0.411 19.40 21.13 02a58609o0500c
58609.516786  21.279  1.480    11   16 c  0   0.68 266.37407 -29.31596   453.96  7874.26 2.63 2.17 -51.1 -0.421 19.06 21.20 02a58609o0503c
58609.522745  20.902  0.960    16   15 c  0   0.77 266.37407 -29.31596  9860.15  7900.03 2.81 2.70 -87.2 -0.406 19.39 21.16 02a58609o0516c
58609.525032  23.191  6.294     2   12 c  0   0.83 266.37407 -29.31596   469.18  7911.82 2.68 2.20 -48.7 -0.420 19.11 21.24 02a58609o0521c
58609.526863 -23.767 14.000    -1   16 c  0   0.89 266.37407 -29.31596  9791.04  7821.87 2.84 2.69  52.4 -0.412 19.38 21.17 02a58609o0525c
58609.535551 -21.682  1.960    -8   15 c  0   0.78 266.37407 -29.31596  9773.39  7937.48 2.79 2.63  87.4 -0.407 19.40 21.17 02a58609o0544c
58609.537379  22.038  2.635     6   15 c  0   0.67 266.37407 -29.31596   396.88  7834.26 2.48 2.30 -40.8 -0.409 19.13 21.26 02a58609o0548c
58609.545155  20.719  0.641    19   12 c  0   1.19 266.37407 -29.31596   378.31  7951.53 2.77 2.47 -49.3 -0.406 18.98 21.23 02a58609o0565c
58611.513412  18.760  0.251   114   28 o  0  11.54 266.37407 -29.31596  9729.38  7394.03 3.13 2.79   4.1 -0.467 18.30 20.40 01a58611o0564o
58611.515272 -22.295  6.280    -4   28 o  0   2.16 266.37407 -29.31596  9709.32  7355.50 3.09 2.90  11.5 -0.468 18.29 20.42 01a58611o0568o
58611.520890  12.508  0.001 36054   30 o  0 39700.97 266.37407 -29.31596  9771.78  7431.29 3.06 2.92  22.8 -0.463 18.27 20.45 01a58611o0580o
58611.540175  12.918  0.001 24700   25 o  0 27640.26 266.37407 -29.31596  9784.57  7312.03 3.01 2.87  70.1 -0.474 18.29 20.52 01a58611o0616o
58617.513483 -24.720 45.167    -0   21 o  0   0.56 266.37407 -29.31596   862.06  3099.32 1.97 1.95  -2.3 -0.487 18.34 20.01 02a58617o0281o
58617.517652 -21.088  1.846   -13   25 o  0   0.92 266.37407 -29.31596   879.04  3140.16 2.15 2.09  22.7 -0.468 18.47 20.02 02a58617o0290o
58617.522721 -20.662  1.608   -20   32 o  0   0.46 266.37407 -29.31596   818.76  3062.04 2.09 2.07 -17.0 -0.479 18.49 20.05 02a58617o0301o
58617.532751 -21.577  3.250    -8   28 o  0   0.44 266.37407 -29.31596   799.04  3177.66 1.92 1.90 -50.6 -0.494 18.44 20.16 02a58617o0322o
58619.457269  19.131  0.549    81   44 o  0   1.12 266.37407 -29.31596  9547.17  5461.31 3.65 2.77  -2.2 -0.441 17.95 19.38 01a58619o0478o
58619.460569  18.656  0.410   125   51 o  0   1.75 266.37407 -29.31596  9525.84  5423.43 3.63 2.84  -3.0 -0.446 17.90 19.40 01a58619o0485o
58619.465674  20.636  2.207    20   45 o  0   1.98 266.37407 -29.31596  9587.70  5498.47 3.45 2.65  -5.1 -0.445 17.97 19.41 01a58619o0496o
58619.475486  17.176  0.112   489   55 o  0   6.50 266.37407 -29.31596  9606.10  5381.63 3.95 2.89  -3.4 -0.435 17.98 19.47 01a58619o0517o
58627.558210  18.093  0.176   210   37 o  0   8.55 266.37407 -29.31596  3288.76  1167.84 3.96 3.27 -14.2 -0.363 18.40 20.03 01a58627o0695o
58627.562832  12.003  0.001 57409   33 o  0 85463.37 266.37407 -29.31596  3308.96  1205.27 3.43 2.96 -13.6 -0.404 18.40 20.00 01a58627o0705o
58627.582655  12.235  0.001 46361   38 o  0 35483.60 266.37407 -29.31596  3251.15  1127.97 3.40 2.99 -12.5 -0.411 18.33 19.91 01a58627o0747o
58627.588186  12.518  0.001 35720   35 o  0 39980.95 266.37407 -29.31596  3236.29  1245.66 3.73 3.21 -15.0 -0.387 18.26 19.87 01a58627o0759o
58629.431010 -21.985 40.727    -6  238 o  0   0.09 266.37407 -29.31596  2988.79  4913.33 2.39 1.87  37.2 -0.444 18.02 19.40 02a58629o0406o
58629.432381  17.824  0.874   269  235 o  0   2.20 266.37407 -29.31596  3005.36  4951.81 2.36 1.85  35.8 -0.447 17.99 19.39 02a58629o0409o
58629.438211  18.467  0.346   149   52 o  0   8.32 266.37407 -29.31596  2949.18  4874.06 2.17 1.81  33.8 -0.468 18.30 19.74 02a58629o0421o
58629.444510  17.905  0.169   250   42 o  0  14.32 266.37407 -29.31596  2928.36  4989.99 2.20 1.82  33.2 -0.462 18.55 20.09 02a58629o0434o
58631.493924  13.293  0.001 17483   26 o  0 14683.12 266.37407 -29.31596  7251.05  9406.48 2.99 2.77   1.7 -0.465 18.63 20.54 01a58631o0492o
58631.496688  17.591  0.098   334   33 o  0   6.58 266.37407 -29.31596  7231.04  9368.43 2.89 2.70   3.7 -0.470 18.59 20.55 01a58631o0498o
58631.505639  21.151  2.360    13   30 o  0   1.98 266.37407 -29.31596  3248.77  1136.16 3.15 2.66  -8.4 -0.439 18.68 20.69 01a58631o0517o
58631.519858  20.079  0.655    34   22 o  0   6.43 266.37407 -29.31596  3232.58  1253.11 3.23 2.93  -3.0 -0.431 18.60 20.63 01a58631o0547o
58633.484747  21.716  1.596     8   12 c  0   1.05 266.37407 -29.31596  2967.76  4910.44 2.90 2.34  35.4 -0.370 19.28 21.29 02a58633o0552c
58633.487502  20.460  0.473    24   11 c  0   0.90 266.37407 -29.31596  2987.17  4949.04 2.87 2.35  34.3 -0.372 19.29 21.30 02a58633o0558c
58633.492610  23.746 10.667     1   12 c  0   0.63 266.37407 -29.31596  2927.72  4870.24 2.82 2.33  34.1 -0.373 19.29 21.31 02a58633o0569c
58633.510568  25.273 38.000     0   11 c  0   1.27 266.37407 -29.31596  7645.08  5560.74 2.94 2.49  40.4 -0.372 19.21 21.29 02a58633o0607c
58635.480236 -20.127  0.595   -32   19 o  0   1.75 266.37407 -29.31596  5660.71  5749.26 3.00 2.61  -7.5 -0.456 18.84 20.47 01a58635o0537o
58635.483459 -21.361  3.783   -10   39 o  0   1.01 266.37407 -29.31596  5640.02  5711.33 3.14 2.64  -8.5 -0.437 18.91 20.49 01a58635o0544o
58635.492426 -20.069  0.530   -34   18 o  0   1.72 266.37407 -29.31596  4862.87  4784.69 3.09 2.60  -3.2 -0.461 18.87 20.51 01a58635o0563o
58635.506633 -20.093  0.474   -33   16 o  0   1.77 266.37407 -29.31596  4846.65  4900.95 3.11 2.70  -2.7 -0.447 18.88 20.55 01a58635o0593o
58637.461484  21.346  1.451    10   15 c  0   0.57 266.37407 -29.31596 10349.06  6903.59 2.71 2.53 -73.1 -0.411 19.44 21.12 02a58637o0484c
58637.464716 -21.812  2.563    -7   18 c  0   0.53 266.37407 -29.31596 10369.88  6940.84 2.65 2.49 -69.6 -0.412 19.43 21.12 02a58637o0491c
58637.473258  21.353  1.353    10   14 c  0   0.55 266.37407 -29.31596   241.05  3682.30 2.51 2.29 -51.5 -0.393 19.42 21.12 02a58637o0509c
58637.485961  21.172  1.011    12   12 c  0   0.91 266.37407 -29.31596   257.85  3569.94 2.59 2.31 -51.7 -0.400 19.40 21.09 02a58637o0536c
58637.486877  21.475  1.427     9   13 c  0   0.69 266.37407 -29.31596 10041.96  3650.28 2.72 2.43 -62.7 -0.418 19.07 21.22 02a58637o0538c
58637.499678 -21.351  1.388   -10   14 c  0   0.77 266.37407 -29.31596 10022.59  3614.53 2.75 2.39 -64.1 -0.417 19.06 21.21 02a58637o0565c
58637.502420  23.349  7.615     2   13 c  0   1.83 266.37407 -29.31596 10080.40  3694.08 2.74 2.50 -66.7 -0.414 18.98 21.20 02a58637o0571c
58637.514742  20.929  1.099    15   17 c  0   0.84 266.37407 -29.31596 10099.57  3573.09 2.70 2.52 -68.5 -0.413 19.05 21.20 02a58637o0597c
58643.454235  16.897  0.095   632   60 o  0  20.59 266.37407 -29.31596    65.47  1808.05 2.97 2.76 -23.8 -0.499 18.74 20.73 01a58643o0421o
58643.457028  16.535  0.081   883   72 o  0  14.32 266.37407 -29.31596    82.43  1691.50 3.03 2.83 -22.6 -0.496 18.79 20.77 01a58643o0427o
58643.467359  23.772 22.556     1   25 o  0   6.23 266.37407 -29.31596   695.61  8938.17 2.51 2.33 -78.5 -0.561 18.75 20.70 01a58643o0449o
58643.470142  19.465  0.360    59   21 o  0  24.11 266.37407 -29.31596   716.68  8975.98 2.52 2.31 -73.9 -0.561 18.73 20.68 01a58643o0455o
58643.489469  19.200  0.361    76   27 o  0   8.96 266.37407 -29.31596   660.79  8898.41 2.49 2.33 -69.4 -0.555 18.65 20.60 01a58643o0496o
58643.501840  17.092  0.087   529   46 o  0  12.77 266.37407 -29.31596   644.28  9014.64 2.54 2.36 -70.0 -0.555 18.73 20.53 01a58643o0522o
58645.445661  19.892  1.077    40   43 o  0   2.70 266.37407 -29.31596  8410.17  6953.90 2.40 1.97  38.2 -0.408 18.92 20.03 02a58645o0460o
58645.449030 -20.268  0.800   -28   23 o  0   1.11 266.37407 -29.31596  2119.61  3549.05 2.29 1.94  39.0 -0.475 18.89 20.05 02a58645o0467o
58645.454061 -21.271  2.467   -11   28 o  0   0.58 266.37407 -29.31596  2178.26  3629.30 2.22 2.08  39.1 -0.470 18.88 20.06 02a58645o0478o
58645.469989  20.419  1.000    25   25 o  0   0.61 266.37407 -29.31596  2197.72  3513.19 2.17 2.02  47.2 -0.473 18.93 20.13 02a58645o0512o
58647.450573  19.508  1.175    57   67 o  0   2.65 266.37407 -29.31596 10518.82  8732.73 2.88 2.67 -88.8 -0.470 18.47 19.62 01a58647o0382o
58647.455038  12.350  0.001 41671   35 o  0 31721.96 266.37407 -29.31596  9882.89  1655.05 3.51 2.85 -11.4 -0.399 18.29 19.66 01a58647o0390o
58647.458273  12.168  0.001 49291   37 o  0 34700.49 266.37407 -29.31596  9864.81  1617.65 3.53 2.85 -11.3 -0.397 18.22 19.66 01a58647o0397o
58647.461284  18.709  0.413   119   49 o  0   4.63 266.37407 -29.31596 10502.95  8848.41 2.65 2.59  72.7 -0.502 18.45 19.61 01a58647o0403o
58647.463848  12.200  0.001 47882   37 o  0 33812.11 266.37407 -29.31596  9920.41  1693.34 3.46 2.85 -12.1 -0.404 18.22 19.66 01a58647o0408o
58647.474829  19.350  0.491    66   32 o  0   4.35 266.37407 -29.31596   633.64  9019.10 2.69 2.46 -72.4 -0.539 18.35 19.74 01a58647o0429o
58655.469264  18.642  0.252   127   32 o  0  10.58 266.37407 -29.31596  4533.02  8601.55 2.85 2.72 -17.2 -0.469 18.54 19.85 01a58655o0513o
58655.472493  19.317  0.737    68   50 o  0   3.31 266.37407 -29.31596  4552.91  8638.11 2.95 2.79 -13.2 -0.449 18.31 19.44 01a58655o0520o
58655.478046  14.056  0.014  8662  120 o  0 154.71 266.37407 -29.31596  4494.46  8562.84 3.13 2.96 -11.3 -0.431 17.97 19.18 01a58655o0532o
58655.489107  17.511  0.248   359   89 o  0   2.92 266.37407 -29.31596  4477.35  8678.45 2.88 2.79  -4.3 -0.465 18.14 19.09 01a58655o0556o
58657.424084  19.940  1.141    38   44 o  0  10.64 266.37407 -29.31596  5759.32  7682.32 2.94 1.95  41.8 -0.425 18.85 20.16 02a58657o0387o
58657.427286  13.802  0.002 10947   26 o  0 8390.02 266.37407 -29.31596  5739.84  7644.67 2.99 1.97  41.1 -0.430 18.92 20.16 02a58657o0394o
58657.433233  13.272  0.002 17837   31 o  0 15310.18 266.37407 -29.31596  5799.72  7720.02 2.91 1.96  42.1 -0.427 18.91 20.17 02a58657o0407o
58657.449168 -19.634 19.683   -51 1002 o  0   1.15 266.37407 -29.31596  5818.21  7599.71 2.86 1.95  43.1 -0.424 17.47 18.25 02a58657o0440o
58659.444374  20.097  0.864    33   29 o  0   0.85 266.37407 -29.31596  2792.96  3033.15 3.36 2.94 -10.7 -0.423 18.57 20.70 01a58659o0446o
58659.447631  18.909  0.252    99   25 o  0   2.93 266.37407 -29.31596  2814.13  3070.67 3.44 3.05 -10.4 -0.419 18.52 20.65 01a58659o0453o
58659.454888  19.217  0.347    75   26 o  0   3.05 266.37407 -29.31596  2752.73  2993.67 3.35 2.93  -9.6 -0.426 18.55 20.64 01a58659o0468o
58659.467714  18.894  0.290   100   29 o  0  16.74 266.37407 -29.31596  2734.64  3109.25 3.36 3.01 -12.9 -0.422 18.53 20.55 01a58659o0495o
58661.410755 -21.565  1.493    -9   13 c  0   0.66 266.37407 -29.31596  7996.36  1843.97 2.51 2.40 -75.4 -0.398 19.29 21.24 02a58661o0326c
58661.414413 -21.935  1.961    -6   12 c  0   0.90 266.37407 -29.31596  7977.20  1805.49 2.51 2.38 -84.1 -0.394 19.44 21.25 02a58661o0334c
58661.420413  22.451  3.212     4   12 c  0   0.83 266.37407 -29.31596  8033.88  1884.98 2.46 2.34  88.3 -0.397 19.48 21.28 02a58661o0347c
58661.430944  21.336  1.112    11   12 c  0   0.74 266.37407 -29.31596  8053.16  1772.02 2.58 2.34  56.3 -0.383 19.43 21.28 02a58661o0370c
58663.428651  14.087  0.097  8418  814 o  0   6.39 266.37407 -29.31596  2796.81  3030.70 3.42 2.90  -7.9 -0.418 16.42 17.89 01a58663o0329o
58663.431874  13.704  0.053 11979  629 o  0  22.93 266.37407 -29.31596  2817.93  3068.02 3.68 3.08 -11.8 -0.385 16.41 17.93 01a58663o0336o
58663.438325  14.263  0.152  7155 1087 o  0   5.16 266.37407 -29.31596  2757.64  2991.04 3.50 2.99 -10.0 -0.399 16.02 17.52 01a58663o0350o
58663.448451  13.545  0.033 13871  456 o  0  33.27 266.37407 -29.31596  2741.21  3106.10 3.30 2.84 -11.4 -0.421 16.86 18.31 01a58663o0372o
58665.394165 -20.854  0.732   -16   12 c  0   0.64 266.37407 -29.31596  8003.24  1847.47 2.42 2.31 -85.8 -0.397 19.52 21.28 02a58665o0274c
58665.396908  21.463  1.221     9   12 c  0   0.77 266.37407 -29.31596  7984.27  1809.02 2.54 2.44  88.6 -0.393 19.46 21.28 02a58665o0280c
58665.403318 -20.732  0.637   -18   12 c  0   0.74 266.37407 -29.31596  8041.14  1887.47 2.49 2.33 -73.6 -0.399 19.47 21.29 02a58665o0294c
58665.421877  20.633  0.554    20   11 c  0   1.14 266.37407 -29.31596  8060.47  1768.90 2.51 2.34 -83.2 -0.396 19.47 21.30 02a58665o0333c
58667.392213  14.397  0.003  6327   21 o  0 2742.77 266.37407 -29.31596  6388.74  6764.74 3.32 2.98  -0.5 -0.395 18.85 20.70 01a58667o0324o
58667.394977  16.553  0.055   868   48 o  0 201.56 266.37407 -29.31596  6410.23  6814.29 3.01 2.85  -2.0 -0.428 18.91 20.71 01a58667o0330o
58667.400505  19.274  0.619    71   44 o  0  39.72 266.37407 -29.31596  6354.37  6759.97 2.86 2.75  -0.8 -0.453 18.91 20.71 01a58667o0342o
58667.419654 -19.246  1.156   -73   84 o  0  41.43 266.37407 -29.31596  6351.53  6952.70 3.08 2.88  -1.0 -0.428 18.89 20.66 01a58667o0382o
58669.381906 -22.040  1.610    -6    9 c  0   1.67 266.37407 -29.31596  9052.61  5133.14 2.55 2.48  39.0 -0.392 19.47 21.18 02a58669o0272c
58669.385788 -21.694  2.216    -8   17 c  0   0.86 266.37407 -29.31596  1478.69  5379.54 2.76 2.39  33.9 -0.408 19.36 21.11 02a58669o0280c
58669.391297 -22.387  2.742    -4   11 c  0   1.38 266.37407 -29.31596  1537.54  5455.85 2.56 2.29  34.5 -0.417 19.44 21.15 02a58669o0291c
58669.403110 -19.983  0.383   -37   14 c  0   0.73 266.37407 -29.31596  1557.63  5344.09 2.51 2.27  34.1 -0.428 19.44 21.16 02a58669o0316c
58670.460228 -20.818  0.937   -17   16 c  0   0.74 266.37407 -29.31596  1503.53  5430.27 2.60 2.29  50.3 -0.416 19.38 21.13 02a58670o0458c
58670.464307 -21.639  1.964    -8   16 c  0   0.57 266.37407 -29.31596  1481.68  5384.94 2.67 2.36  43.3 -0.416 19.37 21.12 02a58670o0466c
58670.471128  23.357  8.250     2   14 c  0   0.81 266.37407 -29.31596  1540.25  5464.13 2.53 2.36  49.0 -0.420 19.39 21.10 02a58670o0480c
58670.481866 -20.100  0.445   -33   15 c  0   0.85 266.37407 -29.31596  1558.57  5348.44 2.62 2.29  43.8 -0.410 19.41 21.10 02a58670o0501c
58671.388012  22.318  3.750     4   16 c  0   0.59 266.37407 -29.31596  1497.79  5420.69 2.51 2.43  38.1 -0.425 19.49 21.29 02a58671o0328c
58671.391215 -22.156  3.278    -5   16 c  0   0.69 266.37407 -29.31596  1478.36  5381.63 2.56 2.46  37.3 -0.422 19.40 21.29 02a58671o0335c
58671.398156 -20.969  1.028   -15   15 c  0   0.65 266.37407 -29.31596  1537.23  5461.10 2.60 2.40  41.5 -0.418 19.45 21.27 02a58671o0350c
58671.408276 -20.348  0.475   -26   12 c  0   1.14 266.37407 -29.31596  1557.54  5347.40 2.49 2.36  43.4 -0.433 19.47 21.26 02a58671o0372c
58672.370920  18.631  0.204   128   26 o  0  18.85 266.37407 -29.31596  1508.12  5416.23 2.89 2.70  13.2 -0.455 18.84 20.46 02a58672o0254o
58672.371834  20.153  0.700    32   22 o  0   5.29 266.37407 -29.31596  1487.02  5378.01 2.75 2.56  34.3 -0.429 18.86 20.50 02a58672o0256o
58672.375690 -20.575  0.960   -21   20 o  0   0.96 266.37407 -29.31596  9022.43  5098.74 2.89 2.72  24.8 -0.409 18.89 20.49 02a58672o0263o
58672.419851 -19.896  0.665   -40   27 o  0   0.81 266.37407 -29.31596  1563.50  5343.25 2.98 2.56  38.6 -0.381 18.88 20.51 02a58672o0281o
58674.365754  20.783  1.843    18   32 o  0  43.44 266.37407 -29.31596  6655.69  8982.55 2.34 2.22 -45.1 -0.460 18.87 20.03 02a58674o0270o
58674.369115 -20.565  1.460   -22   32 o  0   0.32 266.37407 -29.31596  3886.06  1529.89 2.19 2.07 -65.8 -0.452 18.95 20.04 02a58674o0277o
58674.375337  16.334  0.035  1063   38 o  0 116.60 266.37407 -29.31596  6611.64  8943.56 2.39 2.07  44.7 -0.416 18.90 20.01 02a58674o0290o
58674.385353 -23.647 22.154    -1   28 o  0   0.41 266.37407 -29.31596  3955.06  1495.76 2.12 2.03  84.3 -0.452 18.92 20.02 02a58674o0310o
58675.453643 -22.072  4.302    -5   23 o  0   0.91 266.37407 -29.31596  3897.63  1582.17 2.20 2.04  86.4 -0.448 18.76 19.67 02a58675o0299o
58675.457030  21.331  2.315    11   25 o  0   0.85 266.37407 -29.31596  3878.44  1541.83 2.19 2.03  74.1 -0.422 18.79 19.65 02a58675o0306o
58681.448459 -20.063  1.169   -34   40 o  0   1.75 266.37407 -29.31596  3897.80  1580.82 2.16 2.02  56.8 -0.437 18.03 18.23 02a58681o0060o
58681.451570  22.313 10.537     4   45 o  0   1.06 266.37407 -29.31596  3879.21  1541.62 2.25 2.07  53.4 -0.429 17.99 18.22 02a58681o0066o
58681.455247 -20.721  2.079   -19   39 o  0   2.14 266.37407 -29.31596  3937.36  1620.39 2.23 1.96  54.1 -0.421 17.97 18.23 02a58681o0074o
58681.463087  22.251  9.860     5   45 o  0   0.78 266.37407 -29.31596  3955.70  1502.99 2.25 2.07  58.4 -0.423 17.92 18.20 02a58681o0088o
58685.375795 -19.700  0.673   -48   32 o  0   6.28 266.37407 -29.31596  9182.25  9305.15 2.89 2.71 -69.8 -0.395 18.37 20.06 02a58685o0104o
58685.377832  21.464  3.147     9   30 o  0  18.02 266.37407 -29.31596  9161.20  9265.60 2.76 2.63  72.4 -0.407 18.37 20.05 02a58685o0108o
58685.381920  20.751  1.356    18   25 o  0  18.19 266.37407 -29.31596  9222.35  9343.52 2.77 2.62 -83.4 -0.402 18.33 20.02 02a58685o0116o
58685.392257  20.834  1.696    17   29 o  0  14.50 266.37407 -29.31596  9242.27  9226.63 2.90 2.71 -76.1 -0.398 18.33 19.95 02a58685o0137o
58689.433714 -19.689  0.745   -48   36 o  0   4.37 266.37407 -29.31596  9191.03  9311.21 2.52 2.25 -65.3 -0.441 18.53 20.50 02a58689o0411o
58689.437295  17.070  0.101   540   55 o  0  17.82 266.37407 -29.31596  9166.53  9272.98 2.47 2.33  69.5 -0.439 18.52 20.46 02a58689o0418o
58689.443630 -19.516  0.515   -57   29 o  0   3.44 266.37407 -29.31596  9227.94  9351.43 2.54 2.31 -61.1 -0.435 18.52 20.37 02a58689o0431o
58689.454310 -19.603  0.528   -52   28 o  0  60.85 266.37407 -29.31596  9249.34  9235.27 2.46 2.25 -66.6 -0.451 18.49 20.26 02a58689o0452o
58691.337450  12.526  0.001 35437   27 o  0 49647.82 266.37407 -29.31596  7261.61   897.56 3.61 2.84 -11.5 -0.414 18.87 20.64 01a58691o0213o
58691.340699  14.426  0.003  6163   21 o  0 2483.21 266.37407 -29.31596  7281.77   935.93 3.68 2.92 -11.1 -0.408 19.00 20.64 01a58691o0220o
58691.347188  12.445  0.001 38188   44 o  0 45719.91 266.37407 -29.31596  7221.42   857.83 3.66 2.94 -10.8 -0.408 18.99 20.66 01a58691o0234o
58691.361028  12.577  0.001 33827   23 o  0 49806.03 266.37407 -29.31596  7203.11   973.74 3.58 2.97  -9.6 -0.412 18.95 20.67 01a58691o0264o
58693.331219  21.600  1.492     8   12 c  0   0.90 266.37407 -29.31596  3712.28  5834.07 2.60 2.43  44.9 -0.411 19.42 21.16 02a58693o0205c
58693.333049 -21.521  1.567    -9   14 c  0   0.79 266.37407 -29.31596  3692.80  5796.06 2.58 2.41  38.6 -0.413 19.40 21.18 02a58693o0209c
58693.338139 -21.170  1.117   -12   14 c  0   0.64 266.37407 -29.31596  3751.18  5873.13 2.55 2.39  40.6 -0.411 19.42 21.17 02a58693o0220c
